csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
1446.7591113150354	n/a	n/a	2093111.926173071	1297.8112395917344	n/a	n/a	1684314.0136106345	1301.387886770978	n/a	1693610.4318342318	n/a	n/a	n/a	n/a	-0.2139517816	0.0887987775	-0.2166996259	-0.006349235799999999	0.0856739785	-0.14061347300000002	0.24039168239999997	-0.0532609782	0.1535282318	-0.2291624157	0.3665935806	-0.1200079228	0.07640572080000001	-0.1808975441	0.0556943947	-0.2003618016	0.058737314900000004	-0.0688010304	-0.09680365390000001	-0.23494952300000002	0.126333541	-0.1487726553	0.1328668039	-0.2221850243	-0.0319057437	0.0579451912	-0.12116567550000001	0.21091043199999998	-0.0692698395	-0.1366939456	0.1394817132	-0.36385336960000003	0.13380991550000002	-0.1830057173	0.1404240471	-0.1212032185	0.0399618842	-0.0848609212	0.010454756800000001	0.017611981000000002	0.1614628063	0.1240256802	0.1239985182	0.1239532527	-0.0140126	n/a	0.00019635295876	n/a	-0.07917560000000001	n/a	0.006268775635360002	n/a	-0.404779	n/a	n/a	0.163846038841	-0.00311815	n/a	n/a	9.7228594225e-06	-0.00275945	n/a	7.6145643025e-06	n/a	-0.00189843	n/a	n/a	3.6040364649e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1420.3010265052178	-26.458084809817592	700.0302518035004	2017255.0058917757	1295.9947666489868	-1.8164729427476232	3.2995739517342098	1679602.4351815616	1292.3108205563028	-9.077066214675142	1670067.2569269047	82.3931310655969	1.395449	21.670298000000006	0.3387058	-0.2670668936	-0.0116008316	-0.2079277334	0.057405380599999986	0.0946661425	-0.13005266	0.1423625557	-0.0529341442	0.0420997678	-0.0784531255	0.12944703789999998	-0.1188688435	0.045202163200000006	0.030516602200000006	-0.0088518032	-0.049737673600000004	0.0301882997	-0.06621185190000001	0.023693743	-0.2739706533	0.0099015789	0.0162329565	0.1120612265	-0.2014580493	0.0305855592	0.105046766	-0.1316016167	0.1705351748	0.0029682206	-0.0262410299	0.0535643575	-0.1705667227	0.1019061101	-0.0088859943	-0.0444026508	-0.10725911789999999	0.0166945906	-0.0423459921	-0.043251198899999996	0.0532997232	0.1071061039	0.1239532527	0.12370891390000001	0.1233020394	-0.0102751	0.0037375	0.00010557768001	1.3968906249999995e-05	-0.0466388	0.03253680000000001	0.0021751776654400003	0.0010586433542400008	-0.26069000000000003	0.14408899999999994	0.02076163992099999	0.06795927610000002	-0.00107626	0.00204189	4.1693147721000006e-06	1.1583355876000002e-06	-0.00199296	0.0007664900000000003	3.971889561599998e-06	5.875069201000005e-07	-0.00153996	0.0003584700000000001	1.2850074090000004e-07	2.3714768016e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1410.5346545185953	-9.766371986622516	95.38202178108506	1989608.0115978932	1294.01195935143	-1.9828072975567463	3.9315247792442887	1674466.9509445268	1292.6240909779494	0.3132704216466209	1670877.0405765702	0.09813835707865164	0.9290060000000002	14.426782	0.09318154099999998	-0.2693476948	-0.0797012345	-0.1890671619	0.1164286013	0.013089745600000001	-0.0837284865	0.07714103480000001	-0.0917977038	0.0141650052	0.0426640264	0.1472736952	-0.0857700686	-0.0144059641	0.0627081785	0.0078003793	-0.05400931849999999	0.0051082259999999996	-0.082057765	-0.0123361202	-0.27188518100000003	-0.0629647034	0.0835332217	0.0459518435	-0.1883939862	0.09694466289999999	0.0235708156	-0.0763027305	0.10780229890000001	-0.06970801559999999	0.0061667482	-0.057055777099999996	-0.1582910743	0.087279375	0.041741318	0.017658376	-0.0684021338	0.0363315606	-0.0529510883	0.0098385769	-0.0272835894	-0.11939092039999999	0.1238084399	0.1231303817	0.1220030341	-0.000323159	0.009951941	1.0443173928099999e-07	9.9041129667481e-05	-0.0618999	-0.0152611	0.00383159762001	0.00023290117321	-0.235792	0.02489800000000003	0.0006199104040000014	0.055597867264	-0.0012832	-0.00020693999999999983	4.282416359999993e-08	1.64660224e-06	-0.00148347	0.0005094899999999998	2.2006832409e-06	2.595800600999998e-07	-0.0013949800000000005	0.0001449799999999994	2.101920039999983e-08	1.9459692004000013e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1420.6022421618766	10.067587643281287	101.35632095515005	2018110.730435351	1296.409828807875	2.3978694564450507	5.749777930152082	1680678.444229664	1303.9383432712827	11.314252293333313	1700255.2030530574	128.0123049571981	1.137918	17.671026	0.08295035900000003	-0.1627939183	-0.0838285567	-0.128168055	0.057544255499999995	-0.0407451186	-0.0180274282	-0.0381279644	-0.1119597989	0.0698625459	0.10999690960000001	0.147787979	-0.2056104559	-0.022836778399999997	-0.0031302870000000003	-0.0010507205	0.058122024400000014	-0.0535181001	-0.0334444059	-0.0361762371	-0.16860263530000005	-0.058724176399999994	0.1405332573	-0.0144489619	-0.12387505310000001	0.0392308788	-0.0292316679	-0.0257862379	-0.0116326128	-0.1457277485	-0.0367367953	-0.0758383822	-0.1152439104	0.1924010943	0.0111157922	-0.057635398399999996	0.0068443924	-0.0027870554	0.0018357180999999999	-0.0143791074	-0.0174899491	-0.2513594477	0.1235913266	0.12226427279999999	0.1200630614	0.0265072	0.026830358999999998	0.0007026316518400001	0.0007198681640688811	-0.0553719	0.006527999999999999	0.00306604730961	4.261478399999999e-05	-0.252417	-0.016625	0.00027639062500000005	0.063714341889	-0.00142082	-0.00013761999999999995	1.8939264399999997e-08	2.0187294724e-06	-0.00109822	0.00038525	1.2060871684e-06	1.4841756249999995e-07	-0.00125851	0.00013647000000000051	1.8624060900000142e-08	1.5838474201e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1436.7074138890036	16.105171727127072	259.3765563602532	2064128.1931236289	1298.7829733519561	2.373144544081015	5.631815027101487	1686837.2118689478	1316.9271482758916	12.98880500460882	1734297.113866072	168.70905544775115	1.398516	21.717928	0.07478495	-0.0570413313	-0.0374954333	-0.0725005452	-0.0030378503000000005	-0.0324567994	0.0183512849	0.0394899548	-0.06814429400000001	0.0784270007	0.1279556037	0.1104186689	-0.1396279538	-0.0006827280000000001	0.09934207689999999	-0.0095746079	0.10975576849999999	-0.2164718266	0.0762909101	-0.0677038979	-0.0670004389	-0.0028802912	0.0919202142	-0.08356047309999999	-0.07075364740000001	-0.0098289616	-0.0169619318	0.019150209799999998	0.0545084842	-0.0882002525	-0.0386598503	-0.10398876779999999	-0.092414718	0.1508479549	0.10681614800000001	-0.0847909023	0.0875518677	-0.0579869503	0.13560883769999998	-0.0230200269	-0.0906774765	-0.1015824476	0.1233020394	0.1211126101	0.1174923133	0.0286978	0.0021906000000000013	0.0008235637248400001	4.798728360000004e-06	-0.0289828	0.02638910000000001	0.0008400026958399997	0.0006963845988100003	-0.250228	0.0021889999999999965	4.791720999999985e-06	0.062614051984	-0.0009393200000000002	0.0004814999999999997	2.3184224999999966e-07	8.823220624000004e-07	-0.000794585	0.000303635	6.31365322225e-07	9.2194213225e-08	-0.0013537000000000006	-9.519000000000064e-05	9.061136100000122e-09	1.8325036900000016e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1450.4416255082392	13.734211619235563	188.6285688019452	2103780.909006983	1299.8850373178266	1.1020639658704567	1.2145449848701193	1689701.1102427675	1321.4882540527744	4.561105776882869	1746331.20559945	20.803685907914282	1.306944	20.295879	0.30745150000000004	-0.0059091874	-0.020974259300000003	0.0058793977	0.0021238807	0.0273702844	0.08746097580000001	-0.0243743725	0.1312741111	-0.1102953162	-0.0528210203	0.027774497999999998	-0.14482050859999998	0.0806372203	0.0286670032	-0.1079173318	-0.0015233481	-0.054733320999999995	-0.0441510968	0.0064883754	0.0089650731	-0.028033449300000002	-0.026072518500000003	-0.030186959300000007	0.0043335232	-0.0040740758	0.0334146138	0.0867519717	-0.07728525900000001	0.12333750980000001	0.1041985726	0.055706480499999995	-0.054153050700000004	0.148290003	0.050302432	-0.0917706674	-0.0197746689	0.0139917399	-0.09768663640000001	0.0901325767	-0.041406785	0.1044974725	0.1229407472	0.11967808320000001	0.1143042958	-0.0136901	-0.042387900000000006	0.00018741883801	0.0017967340664100005	0.0228127	0.0517955	0.0005204192812900001	0.0026827738202499997	-0.160082	0.090146	0.008126301316000001	0.025626246724	0.000364389	0.001303709	1.6996571566810003e-06	1.32779343321e-07	-0.000394058	0.000400527	1.5528170736400002e-07	1.6042187772899995e-07	-0.000595494	0.0007582060000000006	5.748763384360009e-07	3.54613104036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1448.0111207401035	-2.4305047681357337	5.907353427930538	2096736.2057870103	1298.986377881353	-0.8986594364735083	0.8075887827628835	1687365.609921317	1325.7190923267908	4.230838274016378	1757531.1117597704	17.899992500881886	1.057014	16.41465	0.15255927	0.0144954849	-0.0193326622	-0.020408548500000002	-0.0025579856	-0.032941589300000004	0.0141115624	0.041171911	-0.0369533016	-0.0038765451	0.0811167742	-0.0250616644	0.0690740396	0.1578642663	0.1341759276	0.0144122546	-0.050167770199999996	-0.0674039417	-0.0050845681	0.0742183168	-0.0055526067000000005	0.0133005175	0.053060655400000004	-0.0253938615	-0.0174948817	0.0049745144	-0.028186683799999997	0.0364385761	0.03941029	-0.0070881508	-0.002239559	-0.0615949809	-0.0363974883	-0.0296093171	-0.0302763685	0.0823419988	0.048180814599999996	-0.0040601539	0.1349909893	0.1270516437	-0.028230767400000002	-0.05855371860000001	0.12250766119999999	0.1179640426	0.1105157577	0.0225667	0.036256800000000006	0.0005092559488899999	0.00131455554624	0.0185299	-0.004282800000000001	0.00034335719401000015	1.834237584e-05	-0.229523	-0.069441	0.0048220524810000005	0.052680807529	8.166749999999997e-05	-0.00028272150000000005	7.993144656225003e-08	6.6695805562499945e-09	1.08629e-05	0.00040492089999999995	1.1800259640999999e-10	1.6396093525680998e-07	-0.000759425	-0.00016393099999999995	2.687337276099999e-08	5.76726330625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1449.3961889074176	1.3850681673141023	1.9184138281068468	2100749.312419346	1297.4034332833453	-1.5829445980077708	2.505713600361983	1683255.6686954119	1326.634182708046	0.9150903812551404	1759958.254729445	0.8373904058656785	1.219488	18.937752	0.27296947	0.0183334764	-0.0669090555	0.0308832318	0.0723261385	-0.011972917	0.099162215	-0.0544796159	0.17522463989999998	-0.1056525115	-0.0989995351	-0.10202308439999999	-0.048505707099999996	0.0163326944	-0.018461726499999997	-0.0001797676	0.033427761	0.193684855	-0.1906425548	0.0785730821	0.0658072232	-0.1102348995	-0.0080512283	0.1396880635	0.0200980387	0.0756051323	-0.0039079131	0.0747404793	-0.09473121179999999	0.19934431989999998	0.0740120893	0.103808182	0.0715059729	0.06547351259999999	-0.0478578734	-0.011232360600000001	-0.0645236613	-6.832810000000001e-05	-0.2233030929	-0.008672128199999999	0.0701050204	0.015655425	0.1220030341	0.1159744915	0.106146603	-0.0272578	-0.0498245	0.0007429876608399999	0.0024824808002499995	0.0529385	0.034408600000000004	0.00280248478225	0.0011839517539599998	-0.103909	0.125614	0.015778876996000002	0.010797080280999998	0.000578205	0.0004965375000000001	2.4654948890625007e-07	3.343210220250001e-07	-0.000315664	-0.0003265269	9.9643760896e-08	1.0661981642360998e-07	-0.000320042	0.000439383	1.9305742068900002e-07	1.02426881764e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1453.6647203433731	4.268531435955538	18.22036061974065	2113141.1191709773	1297.8627870794044	0.4593537960590766	0.21100590995388369	1684447.8140855194	1331.704702394377	5.070519686330954	1773437.414379296	25.710169889469753	1.147073	17.813189999999995	0.25198405	0.0623885425	-0.0402027775	0.0205469185	0.0365989721	-0.0918908457	0.0550757838	-0.055645058600000005	-0.0748336873	0.0136434403	0.047792796500000005	0.017096299	0.036361365699999995	-0.0595310525	0.09735624949999999	0.0747056512	0.039548545899999996	-0.0502468832	-0.042034143200000006	-0.0157369046	0.060919532400000004	-0.024844739900000003	0.0888973056	-0.0079525852	0.0136851669	0.049973885999999995	-0.08343365950000001	0.057645260999999996	-0.0612514537	-0.0919833399	-0.0152483757	-0.0265797792	-0.0015918589000000001	-0.013069704299999998	0.0988500058	0.0876136817	0.0782108863	-0.035514458799999996	0.0549739571	-0.0780903973	-0.11324970990000001	-0.0098646871	0.12142716070000001	0.1137140766	0.10121978570000001	0.0205904	0.0478482	0.00042396457216000013	0.0022894502432399995	0.0204377	-0.0325008	0.00041769958129	0.0010563020006399998	-0.208593	-0.104684	0.010958739855999995	0.04351103964899999	0.000213772	-0.0003644330000000001	1.3281141148900005e-07	4.569846798400001e-08	0.000166679	0.00048234300000000004	2.7781889041000002e-08	2.3265476964899998e-07	-0.0008122869999999998	-0.0004922449999999998	2.4230514002499976e-07	6.598101703689996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1453.2194450248346	-0.4452753185385063	0.1982701092995683	2111846.7553982884	1298.6423611591065	0.7795740797021153	0.6077357457434001	1686471.9821968991	1335.723779470113	4.01907707573605	1784158.0150419232	16.152980540707038	1.064989	16.538496	0.20379729	0.07989340959999999	-0.057491622199999995	0.07470405940000001	0.047168055800000004	-0.0578879829	0.1180596415	0.013295496	0.1308986189	0.0225031401	-0.0272207466	-0.0726622468	0.0057100264	-0.0232414814	-0.09853867279999999	0.1889082836	0.1218004502	-0.025207990099999997	-0.1102304568	0.0361810171	0.1125563362	-0.10968785980000001	0.027679375699999998	-0.05885227	0.05696214240000001	0.0559393186	-0.0528174645	0.1033431714	-0.0318128039	0.1371189068	-0.04220219	0.05236127	0.0433685207	-0.0277018487	-0.0989701263	0.027005886200000002	0.0336505868	-0.16171854	-0.0481997205	-0.0915176434	-0.050231593399999996	-0.128223053	0.12078037720000001	0.11118807720000001	0.09576119	-0.014980200000000003	-0.035570600000000015	0.0002244063920400001	0.0012652675843600005	0.06052330000000001	0.04008560000000001	0.003663069842890001	0.001606855327360001	-0.122308	0.08628499999999999	0.007445101224999999	0.014959246863999997	0.000199125	-1.4647000000000009e-05	2.145346090000003e-10	3.9650765625e-08	8.82492e-05	-7.842979999999999e-05	7.787921300640001e-09	6.151233528040001e-09	-6.8242e-05	0.0007440449999999997	5.536029620249996e-07	4.656970564e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
