csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
506.2912751969428	n/a	n/a	256330.8553405465	373.05931842780035	n/a	139173.25506581494	n/a	354.61314119978584	n/a	125750.47991157926	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	-0.00681159	n/a	n/a	4.63977583281e-05	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0
503.20813126981386	-3.0831439271289582	9.505776475392176	253218.42337605823	371.16795765943397	-1.891360768366383	137765.65279307537	3.577245556115473	352.0550826615174	-2.5580585382684258	123942.78122780785	6.543663485207998	1.277693	47.326893	0.24015306	-0.0956122997	-0.221845087	-0.1696737414	0.0377383445	0.19886974920000008	-0.32674953510000004	0.37023327380000004	-0.22764771329999997	-0.20941974510000005	0.0658504504	0.0736873127	-0.11937725589999999	0.0238101418	-0.3932716902	0.5293641157	-0.14481624099999998	0.0	-0.016502099999999995	-0.016502099999999995	0.00027231930440999984	0.00027231930440999984	-0.112971	-0.10615941	0.0112698203315481	0.012762446840999999	-0.0852706	-0.0852706	0.0072710752243599994	0.0072710752243599994	0.000546405	0.000546405	2.98558424025e-07	2.98558424025e-07	-9.8014e-05	-9.8014e-05	9.606744195999999e-09	9.606744195999999e-09	-1.3234899999999996e-23	-1.3234899999999996e-23	1.751625780099999e-46	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0
501.7256257968285	-1.4825054729853375	2.19782247743148	251728.6035812192	373.0867122089157	1.9187545494817184	139193.69482685823	3.681619021156793	351.5218197290515	-0.5332629324659024	123567.5897456238	0.2843693551421336	1.157112	42.860458	0.424470845	0.1092348574	-0.0376563565	0.0081472617	0.2465490214	0.09691392800000001	0.131389952	0.12349406019999999	0.1114511506	0.0025758687	0.34269069490000004	-0.0015694066	0.0162762071	0.22366843039999998	-0.164226443	0.025887084700000004	0.0469324726	0.0	-0.0126655	0.003836599999999996	1.4719499559999966e-05	0.00016041489025000002	0.160132	0.27310300000000004	0.074585248609	0.025642257424	0.029622900000000008	0.1148935	0.013200516342250002	0.0008775162044100003	2.5218e-05	-0.000521187	6.359475240000002e-10	2.71635888969e-07	-0.0	9.8014e-05	9.606744195999999e-09	0.0	-3.35539e-05	-3.35539e-05	1.1258642052099997e-09	1.1258642052099997e-09	0.0	0.0	0.0	0.0	0.0
501.6760086091516	-0.049617187676915364	0.002461865312966242	251678.81761400955	371.9613345031265	-1.1253777057891623	138355.23436534678	1.2664749806872788	351.1235856076608	-0.3982341213907148	123287.77236998029	0.15859041543983454	1.175463	43.540226	0.216875185	0.0613984133	-0.1260837785	0.056689188099999996	0.10306421449999999	0.16954234640000002	-0.056066621500000004	0.0020441716	-0.10685982050000001	-0.1553614864	-0.0164484443	-0.10213015859999999	0.06536150360000001	0.0820273875	-0.1442161749	-0.1915686257	-0.1361797803	0.0	0.015107	0.027772500000000002	0.0007713117562499999	0.000228221449	0.09962530000000004	-0.06050669999999996	0.0036610607448899946	0.009925200400090008	-0.0731034	-0.10272629999999999	0.01055269271169	0.005344107091560001	0.000486071	0.00046085300000000005	2.3626501704099998e-07	2.1238548760899999e-07	-0.0	0.0	0.0	0.0	2.29868e-05	5.6540699999999985e-05	3.1968507564899987e-09	5.283929742399999e-10	0.0	0.0	0.0	0.0	0.0
499.2088390280956	-2.4671695810559977	6.086925741688028	249209.46496377912	372.4898780573542	0.5285435542276673	138748.7092551826	0.2793582887156151	351.6153154557505	0.4917298480896761	123633.33006304693	0.24179824350229595	1.297239	48.050892	0.48531829	0.1471746987	0.042735433200000006	0.11538653060000001	0.33313162879999997	-0.4171252485	0.2811584928	-0.252681282	0.2021059325	0.3058846009	0.12041406539999999	-0.5441461671	0.0780328952	0.34190691240000004	0.5155432131000001	-0.0475579087	0.0724764302	0.0	0.039982800000000006	0.02487580000000001	0.0006188054256400003	0.0015986242958400006	0.394047	0.29442169999999995	0.08668413743088997	0.155273038209	0.0669786	0.14008199999999998	0.019622966723999997	0.00448613285796	8.04876e-05	-0.0004055834	6.478253753760001e-09	1.6449789435555998e-07	-5.14104e-05	-5.14104e-05	2.64302922816e-09	2.64302922816e-09	8.476879999999999e-05	6.178199999999999e-05	3.817015523999998e-09	7.185749453439999e-09	0.0	0.0	0.0	0.0	0.0
501.9727100423261	2.763871014230517	7.638982983303628	251976.6016272372	372.48396880832877	-0.005909249025421559	138744.30701920405	3.491922404444564e-05	351.21291458880233	-0.4024008669481418	123350.51137396134	0.16192645772061612	1.619171	59.975563	0.5732751150000001	0.0023677627	-0.10594627960000001	-0.0042330982	-0.000219775	-0.0805723417	-0.16223806640000002	0.3951697102	-0.1142971743	0.20650078149999998	-0.0373467056	-0.055019320700000006	0.0414976219	0.022565891499999997	-0.13617613720000002	0.2066156446	0.28544164969999997	0.0	0.017527200000000003	-0.022455600000000003	0.0005042539713600001	0.00030720273984000015	0.00315342	-0.39089358	0.15279779088521636	9.9440576964e-06	-0.0321284	-0.099107	0.009822197449	0.00103223408656	0.000974647	0.0008941594	9.499367746089998e-07	7.995210326083598e-07	-7.844489999999999e-05	-2.7034499999999993e-05	7.308641902499997e-10	6.1536023360099975e-09	-0.000210416	-0.00029518479999999993	8.713406615103996e-08	4.427489305599999e-08	1.0	0.0	0.0	0.0	0.0
502.82491696095235	0.8522069186262229	0.7262566321544017	252832.89711678863	373.4478582358888	0.9638894275599911	139463.30282097243	0.9290828285619269	352.11149565312246	0.8985810643201262	123982.50537107886	0.8074479291546908	1.714055	63.490154	0.389283215	0.16698880230000002	-0.19955943210000002	0.15277447019999998	0.277946552	0.012831683	-0.056460353399999996	-0.5737572321	0.0951102011	-0.25554783600000003	0.0425575736	-0.3119234964	0.1646166769	0.2706365394	0.118377164	-0.1597442277	-0.7628513392	0.0	0.008740549999999998	-0.008786650000000005	7.720521822250009e-05	7.639721430249996e-05	0.320703	0.31754958	0.1008377357581764	0.102850414209	-0.0442709	-0.0121425	0.00014744030625	0.00195991258681	0.000332187	-0.00064246	1.1034820296899996e-07	4.127548516e-07	4.5953299999999996e-24	7.844489999999999e-05	6.1536023360099975e-09	2.1117057808899995e-47	8.476879999999999e-05	0.00029518479999999993	8.713406615103996e-08	7.185749453439999e-09	0.0	1.0	0.0	0.0	0.0
495.0527150700122	-7.772201890940153	60.40712223353368	245077.1906981907	367.4085923626277	-6.0392658732610585	134989.07374188752	36.472732287935656	348.9921791509352	-3.119316502187246	121795.54110851846	9.730135440817676	1.76368	65.32830799999999	0.38676206	-0.13217395070000001	0.0568325696	-0.09334062550000001	-0.5416183196000001	-0.6964300298999999	0.010456086	0.0476931621	-0.1425440557	0.7488590031999999	-0.2747479721	0.3106503142	-0.0665964641	-0.5078194355	0.6332840250999999	0.2931390353	-0.0358595611	0.0	-0.00511142	-0.013851969999999998	0.0001918770728809	2.61266144164e-05	0.09198610000000003	-0.2287169	0.052311420345609996	0.008461442593210003	0.0444131	0.088684	0.007864851856	0.00197252345161	-0.000222927	-0.000555114	4.969644732900001e-08	3.08151552996e-07	-0.000187577	-0.000187577	3.5185130929000003e-08	3.5185130929000003e-08	-0.00028272400000000004	-0.00036749279999999997	1.3505095805184002e-07	7.993286017600004e-08	0.0	0.0	1.0	0.0	0.0
494.34685548219886	-0.7058595878133359	0.4982377577080127	244378.81352513802	368.79392354816605	1.3853311855383479	136008.95804605054	1.9191424936250847	350.7329443877449	1.7407652368096933	123013.59827889696	3.0302636096851074	1.665685	61.69849	0.30374423	0.47843884130000003	0.5874303619	0.6498261676	-0.5432782019	0.3467959012	0.0184516321	-0.1317016651	0.5683046595	-0.2527483606	-0.679529299	0.162855243	0.579480574	-0.5904803258	-0.24531998030000002	-0.1837403363	-0.0453182963	0.0	-0.0383232	-0.03321178	0.0011030223307683998	0.0014686676582399995	0.17961	0.08762389999999998	0.007677947851209995	0.0322597521	-0.104097	-0.1485101	0.022055249802010003	0.010836185409000002	0.000344711	0.000567638	1.18825673521e-07	3.2221289904400003e-07	-0.000152444	3.513299999999999e-05	1.2343276889999993e-09	2.3239173136000003e-08	-0.000197526	8.519800000000006e-05	7.25869920400001e-09	3.9016520675999985e-08	0.0	0.0	0.0	1.0	0.0
498.8201821878805	4.473326705681644	20.010651815764586	248821.57415795032	368.30276067329316	-0.4911628748728845	135646.92351956907	0.24124096965339675	349.1283343270228	-1.6046100607221092	121890.5938299614	2.5747734469706107	1.701127	63.01126899999999	0.28432075	-0.8054019395	0.219873798	-0.6915213575	-0.2812648907	0.2739470381	0.007547049	-0.4007761536	-0.39877497219999997	-0.2748989291	0.078134436	0.4393141215	-0.7452357257	-0.25576908579999996	-0.1041669142	-0.12228208289999999	-0.16098352359999998	0.0	-0.046898	-0.008574800000000006	7.352719504000013e-05	0.002199422404	-0.0153898	-0.19499979999999997	0.038024922000040005	0.00023684594404	-0.0845744	0.01952260000000001	0.00038113191076000056	0.007152829135359999	0.00116858	0.0008238690000000001	1.3655792164e-06	6.787601291610003e-07	-0.000475674	-0.00032323000000000003	1.0447763290000004e-07	2.2626575427600002e-07	-0.000120154	7.737199999999998e-05	5.986426383999996e-09	1.4436983716e-08	0.0	0.0	0.0	0.0	1.0
