csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
885.2834530383066	n/a	n/a	783726.7922234277	722.1970663405956	n/a	n/a	521568.60263096256	686.3598551108588	n/a	471089.8507077991	n/a	n/a	n/a	n/a	-0.048165370199999995	-0.1663151742	0.0442208639	-0.07619504719999999	0.09972882949999999	-0.15579250619999999	0.22843801579999998	-0.06291016370000001	0.0445039173	-0.10546838730000001	-0.0609648578	0.0494988846	-0.1109292188	0.0747029872	-0.0692016459	0.1382373824	-0.0826160971	0.0527307354	-0.2593921983	0.09268994529999999	0.0378775495	0.1240256802	0.1239985182	0.1239532527	0.00561078	n/a	n/a	3.14808522084e-05	-0.102428	n/a	0.010491495184	n/a	0.498586	n/a	0.248587999396	n/a	-0.015638	n/a	0.00024454704399999995	n/a	0.000435798	n/a	1.8991989680400004e-07	n/a	0.0009632550000000002	n/a	9.278601950250004e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879.9187155906378	-5.364737447668745	28.780407882419357	774256.9460466778	721.9696201402693	-0.2274462003263125	0.051731774042877064	521240.1324054848	682.9433149743478	-3.416540136511003	466411.5714681512	11.672746504390624	1.3483	28.893578	0.10667343129999997	-0.1338944206	-0.09475693710000001	0.060193649	-0.1402527856	0.1211834074	-0.0884639081	0.1177873211	-0.1020764067	0.1647205003	-0.0591062887	-0.099138109	0.1172228504	-0.0828869589	-0.0353711513	0.029177616099999998	0.124676177	-0.08635638539999999	-0.027778394100000003	-0.089991493	0.0878979218	-0.0455311739	0.1239532527	0.12370891390000001	0.1233020394	5.45487e-05	-0.0055562313	3.087170625909969e-05	2.9755606716899998e-09	-0.087273	0.015154999999999988	0.007616576529000002	0.00022967402499999965	0.517092	0.018506000000000026	0.267384136464	0.00034247203600000086	-0.014538	0.0011000000000000003	0.000211353444	1.2100000000000007e-06	0.000358671	-7.712700000000009e-05	1.2864488624099994e-07	5.948574129000012e-09	0.0007912579999999997	-0.00017199700000000056	6.260892225639993e-07	2.9582968009000196e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.5487120767692	-1.3700035138685962	1.8769096280123008	771847.83949175	719.0663362890483	-2.9032838512209764	8.429057120760504	517056.39598415466	681.7432675936775	-1.2000473806702985	464773.88290930464	1.4401137158536443	0.948529	20.326626	0.0916878487	-0.0462148891	-0.1586789344	0.0595235535	-0.0052676841	0.0688114843	-0.12026328380000001	0.0199615294	-0.0396430704	0.2665846885	-0.07437399089999999	0.025588899300000002	-0.0020132539000000003	-0.0870906707	0.0494196717	0.1344330643	0.042370169299999996	-0.075360482	-0.0391404778	-0.0374556185	0.085266606	0.11158696230000001	0.1238084399	0.1231303817	0.1220030341	-0.00229015	-0.0023446987	5.497611993781691e-06	5.244787022499998e-06	-0.0775141	0.0097589	0.006008435698810001	9.523612921000002e-05	0.511817	-0.00527500000000003	0.26195664148899994	2.7825625000000317e-05	-0.0134455	0.001092499999999998	0.00018078147025	1.1935562499999956e-06	0.0005223669999999999	0.00016369599999999996	2.728672826889999e-07	2.6796380415999985e-08	0.000561269	-0.00022998899999999967	3.15022890361e-07	5.2894940120999847e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.0571695774864	-0.4915424992827866	0.24161402860116826	770984.3930464268	726.0725712049752	7.006234915926938	49.08732769715376	527181.3786562039	682.604048318542	0.8607807248645258	465948.2867808625	0.7409434562982985	1.08413	23.232508	0.16466895000000004	0.027211214900000003	-0.2144748773	0.029594014300000002	0.05244214690000002	0.05939572269999999	-0.1327086794	0.014928013799999999	-0.1559749274	0.1519413425	-0.1441895143	-0.0323205955	-0.0457397309	-0.1058038156	0.0480478793	0.050346998899999995	0.19081296350000002	0.0146385163	0.0128788478	-0.0601521329	-0.0685624301	0.1263451017	0.1235913266	0.12226427279999999	0.1200630614	-0.0173024	-0.01501225	0.0002253676500625	0.00029937304576	-0.0644302	0.013083899999999996	0.0041512506720400005	0.00017118843920999987	0.441838	-0.06997899999999996	0.195220818244	0.004897060440999993	-0.0123825	0.0010629999999999997	0.00015332630625000004	1.1299689999999993e-06	0.000449098	-7.326899999999988e-05	2.0168901360400005e-07	5.368346360999983e-09	0.000365662	-0.000195607	1.33708698244e-07	3.8262098449e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879.9813631640758	1.9241935865893536	3.702520958671601	774367.199516105	725.7782290633768	-0.29434214159846306	0.08663729632076968	526754.0377823714	684.0929464639344	1.4888981453923409	467983.1594017074	2.2168176873527514	1.05413	22.589624	0.06314229	-0.0831670461	-0.0708811686	0.080607153	-0.07671400519999999	0.08743628630000001	-0.0826016472	0.133906869	-0.0241376041	0.1240325085	-0.0478186955	0.0020043626	0.0820386155	-0.0936796462	-0.028834997200000007	-0.0318345586	0.0983840528	-0.0090422741	0.0923855789	-0.0957456483	0.070897725	0.042737784	0.1233020394	0.1211126101	0.1174923133	-0.00931346	0.007988939999999998	6.382316232359997e-05	8.674053717160002e-05	-0.07012739999999999	-0.005697199999999986	0.004917852230759999	3.2458087839999834e-05	0.438511	-0.003327000000000025	0.192291897121	1.1068929000000162e-05	-0.011636100000000005	0.000746399999999996	0.00013539882321000012	5.571129599999941e-07	0.000352061	-9.703700000000008e-05	1.2394694772100001e-07	9.416179369000011e-09	0.000444808	7.914600000000003e-05	1.9785415686400003e-07	6.264089316000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879.2861526426442	-0.6952105214315907	0.4833176691091842	773144.1382291034	723.2361832950264	-2.5420457683503628	6.461996688387988	523070.57682715706	683.5132224187528	-0.5797240451815924	467190.3252212674	0.33607996856170896	0.992528	21.26951	0.18515169	-0.0100833483	-0.1068651268	0.0873586508	0.006698181899999999	0.022441128199999997	-0.1260826485	0.1348157645	-0.0047663355	0.1854414263	-0.0125968111	-0.0439077754	-0.041821097200000004	-0.0773520416	0.0252272204	-0.048602003600000006	-0.0096889501	-0.101976068	-0.030002690099999996	-0.15963457220000002	0.0698152125	-0.0419857218	0.1229407472	0.11967808320000001	0.1143042958	-0.010009700000000002	-0.0006962400000000007	4.84750137600001e-07	0.00010019409409000004	-0.0212002	0.04892719999999999	0.00044944848004000007	0.0023938708998399987	0.381193	-0.05731799999999997	0.14530810324899998	0.0032853531239999977	-0.0104313	0.001204800000000006	0.00010881201968999997	1.451543040000014e-06	0.000572942	0.00022088100000000006	3.28262535364e-07	4.8788416161000006e-08	0.00030628400000000004	-0.000138524	9.380988865600004e-08	1.9188898575999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.7607500176366	-0.5254026250075867	0.2760479183648628	772220.4557715594	726.9645170886072	3.72833379358076	13.900472876356295	528477.4091058718	683.586831139089	0.07360872033621035	467290.9557067814	0.005418243709534427	1.266849	27.148108	0.18691244	0.0774477227	-0.18788599179999999	0.0201423764	0.0843970792	0.0355254323	-0.1496356645	-0.0193716412	-0.1500447296	0.0550067926	-0.11695654289999999	-0.0610189732	-0.0814911034	-0.11348930410000001	0.056250068099999995	0.027205139700000002	0.1800128337	-0.0129091046	-0.0576027609	-0.08432977900000001	-0.1318905424	0.186648879	0.12250766119999999	0.1179640426	0.1105157577	-0.060657400000000014	-0.0506477	0.0025651895152899997	0.003679320174760001	-0.051741	-0.030540799999999993	0.002677131081	0.0009327404646399996	0.419727	0.03853400000000001	0.17617075452900002	0.0014848691560000009	-0.009806380000000005	0.0006249199999999941	9.616508870440009e-05	3.9052500639999255e-07	0.00102927	0.0004563280000000001	1.0593967329000002e-06	2.0823524358400012e-07	4.37332e-05	-0.0002625508	1.91259278224e-09	6.893292258064001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.1656281928316	1.4048781751949946	1.9736826871392181	774691.5330520818	731.3172130007297	4.352695912122499	18.945961703407914	534824.8660311546	684.1041738927622	0.5173427536732333	467998.5207374986	0.2676435247782038	1.322207	28.334412	0.362568995	-0.07832050230000001	0.0328209913	0.1031564013	-0.11665855050000001	0.1167071576	0.0118823081	-0.0352836485	0.058045265	-0.0378947579	-0.0657308938	-0.0083443744	0.1260642152	-0.117228241	-0.047371837300000004	0.053989555999999994	0.0218308454	0.0841194768	-0.0552809472	-0.013047978899999998	-0.0400990524	-0.0278753878	0.1220030341	0.1159744915	0.106146603	-0.0192278	0.04142960000000001	0.0017164117561600009	0.00036970829284	-0.0192781	0.0324629	0.00037164513961000003	0.0010538398764099997	0.281964	-0.13776300000000002	0.079503697296	0.018978644169000008	-0.00739155	0.002414830000000005	5.463501140250001e-05	5.831403928900024e-06	0.000565493	-0.0004637770000000001	3.1978233304899997e-07	2.1508910572900008e-07	-9.59297e-05	-0.00013966290000000001	9.202507342089998e-09	1.950572563641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.5205888366638	0.3549606438322144	0.12599705866978014	775316.5073652652	725.3188769333065	-5.998336067423224	35.980035577750314	526087.473235793	683.4739510826811	-0.6302228100811362	467136.6418085711	0.3971807903465639	1.144056	24.516716	0.14179284999999994	0.0423775992	-0.0380285578	0.0876717023	0.034413656699999996	-0.026186276	-0.0896295935	-0.0017400366000000001	0.0519137511	-0.00013068959999999998	0.0082076958	-0.0030003695000000003	-0.0454146934	-0.0658599916	0.0773160794	-0.037943196299999996	-0.0772178403	0.0023286473	-0.0003048465	-0.0503632996	0.015346168600000001	-0.1341072619	0.12142716070000001	0.1137140766	0.10121978570000001	-0.0127682	0.006459599999999999	4.1726432159999985e-05	0.00016302693124000002	-0.0367914	-0.017513300000000002	0.0013536071139600002	0.00030671567689000015	0.239841	-0.042123	0.057523705280999995	0.0017743471289999996	-0.00612893	0.00126262	3.756378294490001e-05	1.5942092643999995e-06	0.000314174	-0.000251319	9.8705302276e-08	6.316123976100001e-08	-9.59297e-05	0.0	9.202507342089998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.0978778185263	-2.4227110181375338	5.869528677405006	771055.8830293996	720.0519364904612	-5.2669404428452244	27.740661628478662	518474.7912436632	683.308354400213	-0.16559668246804904	466910.3071931271	0.02742226124442386	1.116832	23.933311	0.192912458	0.0783303689	-0.0373320138	0.0493035476	0.0820232996	0.0022477813	-0.059991926699999996	0.026194793199999997	-0.006087563900000001	-0.065956787	0.0220197465	-0.034372233599999996	-0.06545730799999999	-0.030583954700000002	0.0351569214	-0.05814050780000001	0.0711620268	-0.0047913795	0.0432670238	-0.0258392104	0.22416698559999998	0.0053680735	0.12078037720000001	0.11118807720000001	0.09576119	0.000403168	0.013171368	0.00017348493499142405	1.6254443622400006e-07	0.0624873	0.0992787	0.00390466266129	0.00985626027369	0.202542	-0.037299	0.041023261764	0.0013912154009999998	-0.00549415	0.0006347800000000006	3.01856842225e-05	4.0294564840000076e-07	0.000262824	-5.135000000000003e-05	6.9076454976e-08	2.636822500000003e-09	8.12081e-05	0.00017713779999999998	6.594755505610001e-09	3.137780018884e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
