onset	duration
35.9	0.07
38.9	0.07
41.9	0.07
44.9	0.07
47.9	0.07
50.9	0.07
53.9	0.07
56.9	0.07
59.9	0.07
62.9	0.07
101.9	0.07
104.9	0.07
107.9	0.07
110.9	0.07
113.9	0.07
116.9	0.07
119.9	0.07
122.9	0.07
125.9	0.07
128.9	0.07
167.9	0.07
170.9	0.07
173.9	0.07
176.9	0.07
179.9	0.07
182.9	0.07
185.9	0.07
188.9	0.07
191.9	0.07
194.9	0.07
233.9	0.07
236.9	0.07
239.9	0.07
242.9	0.07
245.9	0.07
248.9	0.07
251.9	0.07
254.9	0.07
257.9	0.07
260.9	0.07
299.9	0.07
302.9	0.07
305.9	0.07
308.9	0.07
311.9	0.07
314.9	0.07
317.9	0.07
320.9	0.07
323.9	0.07
326.9	0.07
365.9	0.07
368.9	0.07
371.9	0.07
374.9	0.07
377.9	0.07
380.9	0.07
383.9	0.07
386.9	0.07
389.9	0.07
392.9	0.07
431.9	0.07
434.9	0.07
437.9	0.07
440.9	0.07
443.9	0.07
446.9	0.07
449.9	0.07
452.9	0.07
455.9	0.07
458.9	0.07
497.9	0.07
500.9	0.07
503.9	0.07
506.9	0.07
509.9	0.07
512.9	0.07
515.9	0.07
518.9	0.07
521.9	0.07
524.9	0.07
563.9	0.07
566.9	0.07
569.9	0.07
572.9	0.07
575.9	0.07
578.9	0.07
581.9	0.07
584.9	0.07
587.9	0.07
590.9	0.07
