csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
447.3186509382898	n/a	n/a	200093.9754772516	320.33014193177223	n/a	102611.39983002936	n/a	338.0642807170384	n/a	114287.45789672855	n/a	n/a	n/a	n/a	-0.0643071944	-0.0152639397	-0.008902225699999999	-0.0499094728	0.0257878171	-0.0339304608	0.037740769900000005	-0.0014957382	0.002578965	0.0025702455	-0.0260550609	0.0065563989000000005	-0.047663549900000005	0.010987396100000001	-0.01272653	0.011214453400000001	-0.0002773211	-0.08718267800000001	0.061078994500000004	-0.007843700799999999	0.044326278600000005	-0.023630879700000003	0.0156625549	-0.0428099214	0.0301530308	0.0424932567	0.04348928480000002	0.0042532128	0.0121112024	-0.0407660196	0.0953438286	0.0953365377	0.0953243866	0.095307376	0.0952855067	0.0952587799	0.0952271968	0.09519075910000001	0.09514946869999999	-7.14018e-05	n/a	5.098217043240001e-09	n/a	0.107281	n/a	n/a	0.011509212961	-0.0884919	n/a	n/a	0.00783081636561	0.000360936	n/a	n/a	1.3027479609599998e-07	-3.8106099999999997e-23	n/a	n/a	1.4520748572099994e-45	0.000702933	n/a	4.94114802489e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443.62326697045035	-3.6953839678394615	13.655862669764922	196801.60299753546	319.94575421918523	-0.38438771258699933	102365.28564288327	0.1477539135878657	337.1234903124319	-0.9407904046065028	113652.24772043635	0.8850865853996672	0.943367	30.454988	0.05437482820000001	-0.0252687556	-0.017622274	0.047228552	-0.0231695029	0.026129459700000003	-0.0304154671	-0.0313354981	-0.0027055577	-0.0100840959	0.0028448615000000003	0.0083358475	-0.0075822025	0.012852242600000001	-0.0066110374	0.0026397268	-0.0139058599	0.0083149878	-0.0322127673	0.0485739309	0.0022029877	-0.0460372114	0.0015328606	0.0090403837	0.0314300432	0.0024305412	0.030988285299999998	-0.0422257095	0.0274933177	-0.0154110462	0.0400194685	0.0953243866	0.0952587799	0.09514946869999999	0.0949965032	0.0947999536	0.0945599102	0.09427648289999999	0.093949802	0.09358001710000001	-0.00261693	-0.0025455282	6.8483226249e-06	6.47971381699524e-06	0.102648	-0.004632999999999997	2.1464688999999984e-05	0.010536611904	-0.0978727	-0.009380799999999995	8.79994086399999e-05	0.00957906540529	0.0008009489999999999	0.000440013	1.93611440169e-07	6.415193006009999e-07	-0.0	3.8106099999999997e-23	1.4520748572099994e-45	0.0	0.00101923	0.00031629700000000016	1.0388297929000002e-06	1.0004379220900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
439.9255797715865	-3.697687198863832	13.672890620641455	193534.5157373665	319.56064124676317	-0.3851129724220641	102119.00343404248	0.1483120015277575	336.91369886342585	-0.20979144900604751	113510.8404818352	0.044012452076057036	0.92954	30.008604	0.04999502100000002	-0.005762123	0.0163572698	-0.0066402131	0.0288631617	0.0049393736	-0.0204092495	-0.0089290248	-0.0097753602	-0.017948298600000002	0.0117477377	-0.0038220762	0.014334303	-0.0122133879	-0.0013950139000000002	0.0145121234	-0.024473773100000002	-0.0115903847	0.0009937769000000001	-0.006350604399999999	0.0287223273	0.0144578248	-0.0102206442	-0.0353611255	0.0267139347	0.0035997879	0.0203684573	-0.039460699	-0.007730476	-0.0033977493	0.0033863090999999997	0.0952855067	0.0951033276	0.0947999536	0.0943757715	0.0938313217	0.0931672981	0.09238454689999999	0.0914840655	0.0904670015	-0.00016460900000000002	0.002452321	2.7096122881000006e-08	6.0138782870410005e-06	0.115375	0.012727000000000002	0.00016197652900000004	0.013311390625	-0.0818203	0.016052399999999994	0.0002576795457599998	0.006694561492090001	0.0008009489999999999	0.0	0.0	6.415193006009999e-07	0.000241187	0.000241187	5.8171168969000006e-08	5.8171168969000006e-08	0.000885151	-0.00013407900000000006	7.834922928010001e-07	1.7977178241000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442.49878952817437	2.5732097565878576	6.621408451398941	195805.17873389952	318.87817174196243	-0.6824695048007356	101683.28841349648	0.4657646249829613	336.8177079938113	-0.09599086961452484	113446.16841820435	0.009214247049352713	0.935576	30.203455	0.074257237	-0.0218617602	0.0232241941	-0.0047478307	0.006045511	0.0019684539	-0.018075929299999998	-0.0308152231	-0.0100233393	0.0019044735	-0.0018879716	0.013433685700000001	-0.0050940827000000004	-0.0046069769	-0.0048442074	0.0051644231	-0.0173283706	0.017481353999999998	-0.017156792	-0.0043452099	-0.0070738316	0.0019792289000000003	-0.0144748236	-0.0193965506	0.0204545624	0.0105476182	0.0019201770000000001	-0.0452467933	-0.0174831466	-0.0021411357	-0.041816118	0.0952271968	0.09487030769999999	0.09427648289999999	0.0934472056	0.09238454689999999	0.0910911606	0.0895702769	0.08782569429999999	0.0858617698	-0.000143522	2.108700000000001e-05	2.0598564484000004e-08	4.4466156900000043e-10	0.115504	0.00012899999999999023	1.6640999999997482e-08	0.013341174016	-0.06526950000000001	0.01655079999999999	0.0002739289806399997	0.0042601076302500014	0.00157681	0.0007758610000000003	6.019602913210003e-07	2.4863297761000005e-06	2.2101e-22	-0.000241187	5.8171168969000006e-08	4.884542010000001e-44	0.00101923	0.00013407900000000006	1.0388297929000002e-06	1.7977178241000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
439.40815391494385	-3.0906356132304613	9.552028493768427	193079.52572693906	319.09937599165875	0.2212042496963136	101824.411758266	0.04893132008370905	336.5991673928683	-0.2185406009430153	113298.99948957216	0.04775999426053426	1.039298	33.551952	0.07787255699999998	0.0258372268	-0.0592524086	0.0154105657	0.0448143288	0.0033893095000000002	-0.0023387191	-0.0117093046	-0.0122374754	0.0021439712	-0.0093108045	0.0230074544	0.0126773135	0.0031314647	0.0069878341000000005	0.010202526600000001	0.0179292911	0.013232076499999999	0.0148955006	0.0115741553	0.07927070209999999	-0.0037636944	-0.031175866899999998	-0.048915004299999995	-0.0149287384	0.05084239769999999	0.0019459175	0.017771666000000002	-0.0038297898	0.032067776	-0.010098127	0.09514946869999999	0.0945599102	0.09358001710000001	0.0922138344	0.0904670015	0.0883467292	0.0858617698	0.0830223809	0.0798402833	-0.000129415	1.4107000000000021e-05	1.6748242225e-08	1.9900744900000056e-10	0.126613	0.011109000000000008	0.00012340988100000016	0.016030851769	-0.06001519999999999	0.005254300000000017	2.7607668490000177e-05	0.003601824231039999	0.00262153	0.00104472	1.0914398783999995e-06	6.8724195408999985e-06	-0.0	-2.2101e-22	4.884542010000001e-44	0.0	0.0008340469999999997	-0.00018518300000000044	6.956343982089996e-07	3.4292743489000156e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441.2566470226982	1.84849310775428	3.4169267694150753	194707.42854171406	320.29677997935903	1.1974039877002838	102590.02726514592	1.4337763097605414	337.5067917148615	0.9076243219931824	113910.8344536589	0.8237819098735844	1.084267	35.003674	0.112114315	-0.0150616853	0.0041203596999999995	-0.0147719428	0.005333211500000001	0.0027142626	-0.015405095300000001	-0.0091995523	-0.0044416206	-0.0046857891	-0.020640896399999997	-0.0028329782	-0.0173047809	-0.0016740106	0.0131268848	-0.0007472355	0.0173960902	-0.016837487800000002	0.0052178413	-0.0159201852	-0.010511191100000001	0.0400793077	0.0338768047	-0.0025703320000000003	0.0078971263	-0.0208257934	0.015456676200000003	-0.0387877953	0.0262827966	-0.045100544400000005	0.0281976323	0.0950523382	0.0941723883	0.0927118342	0.0906796809	0.0880884571	0.08495413880000001	0.0812960499	0.0771367438	0.07250186410000001	0.0102214	0.010350815	0.00010447701795999999	0.00010713937116422502	0.0910706	-0.0355424	0.00126326219776	0.008293854184360001	-0.0461493	0.013865899999999988	0.00019226318280999964	0.00212975789049	0.0032189	0.0005973699999999997	3.5685091689999983e-07	1.0361317209999996e-05	-0.000264551	-0.000264551	6.998723160099998e-08	6.998723160099998e-08	0.00101923	0.00018518300000000044	1.0388297929000002e-06	3.4292743489000156e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442.6951650081194	1.4385179854211856	2.0693339943802265	195979.00912156605	319.7172973711382	-0.5794826082208147	102219.15023830482	0.33580009323039817	337.5228947848958	0.01610307003431899	113921.70450397585	0.0002593088645301822	1.097463	35.429691	0.1490807	0.0024564106	-0.0159886456	0.0180646036	0.011079608700000002	-0.0282302262	-0.0065474352	0.0006835325	-0.0187845395	-0.0071300055000000015	-0.006907129000000001	-0.053200328	0.0050612025	-0.0081690894	0.0111722846	-0.0395781474	0.0562014215	0.014047774099999999	-0.0059175205000000005	-0.0057394361	-0.0165767182	0.0797725624	0.0309649687	0.1081571443	-0.050812362800000004	0.03098036	-0.0037442198	0.019526423	0.019963684199999998	-0.011946924499999999	-0.0441812822	0.0949358253	0.09370805800000001	0.09167352720000001	0.088849749	0.08526103410000001	0.080938279	0.0759186996	0.0702455113	0.0639675563	0.010253000000000002	3.1600000000001425e-05	0.00010512400900000004	9.985600000000897e-10	0.11166	0.020589399999999997	0.0004239233923599997	0.0124679556	-0.0422051	0.00394420000000001	1.555671364000007e-05	0.0017812704660099996	0.00531005	0.0020911500000000004	4.3729083225000014e-06	2.8196631002500006e-05	-0.000477655	-0.00021310400000000004	4.5413314816000014e-08	2.28154299025e-07	0.0008331739999999999	-0.0001860560000000002	6.941789142759998e-07	3.461683513600008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440.85348145295893	-1.841683555160444	3.3917983173484108	194351.79210919442	321.3636371967468	1.6463398256086066	103274.58731232233	2.710434821384977	337.67821863358137	0.15532384868555482	114026.57933954876	0.02412549797049313	1.189491	38.400665	0.26503238	0.012685118799999999	-0.0030418813	0.0076117419	0.0211240298	-0.024773093	-0.008922487199999999	-0.0008482156	-0.0164801888	0.007404614300000002	0.0038036574	-0.0218552398	0.0192810475	-0.0260811672	0.0028364474	0.0036221447999999997	0.0363035703	-0.0195828884	0.0231723405	0.0095634289	0.0004566678	0.08563093039999999	-0.0370261385	0.0371903903	-0.061961864900000004	0.0940301928	0.0096982787	-0.0049024744	-0.0060249271	-0.0438336899	0.0076146068000000015	0.0947999536	0.0931672981	0.0904670015	0.0867300078	0.0819991404	0.0763286124	0.0697834046	0.06243852110000001	0.0543781298	0.0209195	0.0106665	0.00043762548024999995	0.00011377422224999998	0.0786279	-0.033032099999999995	0.0010911196304099996	0.00618234665841	-0.0321218	0.010083299999999995	0.00010167293888999991	0.00103181003524	0.00231649	-0.00299356	8.9614014736e-06	5.3661259201e-06	6.77606e-05	0.0005454155999999999	2.9747817672336004e-07	4.591498912360001e-09	0.00014714	-0.0006860339999999999	2.16501796e-08	4.7064264915599976e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440.0011858334726	-0.8522956194863127	0.7264078229955575	193601.0435348621	320.2046719803052	-1.1589652164416293	102531.03195801485	1.3432003729215929	337.7957235892804	0.11750495569901885	114105.95087520553	0.013807414613828386	1.1264120000000002	36.364258	0.092658535	0.0181811199	-0.0127919015	-0.024991129700000003	0.0346885265	-0.0242208659	0.0183272771	-0.0048930663	-0.0133265249	0.0005988705999999999	-0.015278340500000001	-0.0181683317	0.0270394902	-0.013161448000000001	0.0039730758	0.0038167634	0.0159086209	0.0388037084	0.0388704634	-0.0163840616	0.0030836131	0.0386560574	0.0105298522	0.0050741495	-0.0088064829	0.0043990957	-0.015052984699999999	-0.003122249	0.045302408499999995	-0.0045482431	-0.0377090743	0.0946447509	0.0925505496	0.089094471	0.08432737119999999	0.0783193979	0.0711589581	0.0629514174	0.053817549299999996	0.0438917584	0.017038499999999998	-0.0038810000000000025	0.00029031048224999987	1.5062161000000022e-05	0.052018600000000005	-0.026609299999999995	0.0007080548464899997	0.0027059347459600005	-0.022933	0.009188799999999995	8.443404543999995e-05	0.0005259224890000001	0.00328021	0.00096372	9.287562383999998e-07	1.07597776441e-05	9.37723e-05	2.601169999999999e-05	6.766085368899992e-10	8.793244247289998e-09	0.000216997	6.985699999999999e-05	4.7087698009e-08	4.880000448999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442.6209609129439	2.6197750794712533	6.8632214670186125	195913.3150394978	320.254714908925	0.05004292861980275	102563.08242139683	0.002504294704846673	338.1996285540127	0.4039049647323054	114378.98875407215	0.1631392205354049	1.0864220000000002	35.073254	0.3259287798	-0.0089097818	0.0076901522	0.0094152556	0.0041625046	-0.0046337632	-0.0086109799	-0.0197337945	0.004629288499999999	-0.012468785800000002	-0.0018883717	-0.0083428613	-0.039506501299999996	0.0115686585	-0.0132065525	0.0140992168	-0.0291184782	0.0042080128	0.003506262	0.0093898915	0.0037799004	-0.0292552337	0.0245926546	0.0327313663	0.0466813696	0.0049081057	-0.0157883782	-0.009770133	0.0255667712	-0.0431607736	0.0320066484	0.0944702488	0.0918583156	0.08755845429999999	0.0816496764	0.0742405577	0.0654672433	0.055490946	0.0444949834	0.0326814103	-6.78948e-05	-0.017106394799999997	4.60970386704e-09	0.0002926287430534669	0.104901	0.05288239999999999	0.0027965482297599986	0.011004219800999998	-0.0814232	-0.05849019999999999	0.00342110349604	0.006629737498240001	0.000273738	-0.003006472	9.038873886784e-06	7.493249264400001e-08	0.000904206	0.0008104337000000001	6.568027820956901e-07	8.175884904360001e-07	0.000349087	0.00013209	1.2186173356900001e-07	1.74477681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
