csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
926.735702573861	n/a	858839.0624250678	n/a	772.9739684220117	n/a	n/a	597488.7558580731	756.2921224257327	n/a	571977.7744432195	n/a	n/a	n/a	n/a	-0.0567738079	0.0684077989	-0.0407770466	-0.10637281929999999	0.047964037800000005	-0.009906310500000001	0.0070494331	-0.30126085760000004	-0.0465548509	0.056589720499999996	-0.1058110826	-0.019546674	-0.0678573602	0.0105013778	-0.0717990167	0.2120607245	-0.06506448179999999	0.06253522110000001	-0.0849775911	0.1289219244	-0.1392615183	0.1240256802	0.1239985182	0.1239532527	-0.08382639999999998	n/a	n/a	0.0070268653369599966	-0.581408	n/a	0.3380352624640001	n/a	0.119819	n/a	n/a	0.014356592761000004	-0.0116629	n/a	0.00013602323640999996	n/a	0.00109475	n/a	1.1984775625e-06	n/a	-0.0007552099999999998	n/a	5.703421440999996e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.9187408091913	-16.816961764669713	827952.114875784	282.81020299436307	770.7125610273662	-2.2614073946455164	5.113963404557421	593997.8517253618	749.6158077291527	-6.676314696579992	561923.8591974301	44.573177927770004	1.050282	50.809025	0.3010245	0.0767419377	0.0956374818	0.0681915202	-0.1124708358	-0.051609910300000006	0.0227301721	0.10817436109999999	-0.2192832442	0.067642359	0.11174154210000001	0.02977182	0.0731347696	-0.059424471	-0.0473480809	-0.1302687592	0.2203530752	0.0077089918	0.1043563979	0.0281156277	-0.1596442401	-0.1636560452	0.1239532527	0.12370891390000001	0.1233020394	-0.0530535	0.03077289999999998	0.0009469713744099992	0.0028146738622499994	-0.376531	0.20487700000000006	0.141775593961	0.04197458512900002	0.137656	0.017836999999999992	0.0003181585689999997	0.018949174336	-0.0112868	0.000376099999999999	0.00012739185424	1.4145120999999927e-07	0.00116805	7.329999999999988e-05	1.3643408024999995e-06	5.372889999999983e-09	-0.000253858	0.0005013519999999998	6.444388416399999e-08	2.5135382790399983e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.7899276151468	-2.1288131940444828	824082.5526795135	4.531845615137874	772.6919310616289	1.979370034262729	3.917905732537237	597052.820327749	749.4704334540562	-0.1453742750965148	561705.9306218107	0.02113367985983716	1.16645	56.428833	0.56189795	-0.0469749641	-0.0201645744	-0.0514622188	0.0781259064	-0.0459179589	-0.0566529208	0.12113012039999999	-0.24311770719999998	-0.0562678754	-0.0722212085	0.0295089519	-0.0609142362	0.061151825099999994	0.0527830009	-0.0226389155	0.2907117636	0.018745211799999998	0.0474224172	0.043020243799999996	0.11137361130000001	0.1285992483	0.1238084399	0.1231303817	0.1220030341	-0.0470503	0.006003199999999993	3.603841023999992e-05	0.0022137307300900003	-0.681238	-0.304707	0.464085212644	0.09284635584899999	0.370562	0.232906	0.054245204836	0.137316195844	-0.0113608	-7.399999999999941e-05	0.00012906777663999994	5.475999999999913e-09	0.000973249	-0.000194801	9.47213616001e-07	3.7947429601e-08	-0.000157024	9.6834e-05	2.4656536575999998e-08	9.376823555999995e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.4952519923684	-2.294675622778413	819921.6513807226	5.265536213773499	772.0040640369375	-0.6878670246913998	0.4731610436577989	595990.274889548	750.944033859176	1.4736004051197824	563916.9419886912	2.171498153969187	1.424446	68.90979	0.37292275	-0.05720507070000001	-0.0048231845	-0.043897917	-0.060913166	0.0962254202	0.1031111908	-0.0546808379	-0.3275219104	-0.0367933514	-0.015251820400000001	-0.0711556413	-0.0312574893	-0.12079510369999999	0.057410032699999995	-0.13786393859999999	0.22834367379999998	-0.1032263675	0.15107975070000002	-0.0209381734	0.0862410576	0.0190277849	0.1235913266	0.12226427279999999	0.1200630614	-0.0571948	-0.010144499999999994	0.00010291088024999987	0.00327124514704	-0.7390979999999999	-0.05785999999999991	0.5462658536039999	0.0033477795999999893	0.152866	-0.217696	0.047391548416	0.023368013955999998	-0.010017299999999998	0.001343500000000001	0.00010034629928999996	1.8049922500000027e-06	0.000973248	-9.99999999907325e-10	9.47211669504e-07	9.9999999981465e-19	-0.000557968	-0.00040094400000000014	3.11328289024e-07	1.6075609113600006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.8785838226815	3.383331830313182	826060.2801315231	11.446934274010346	773.6623106570828	1.6582466201452917	2.749781853223283	598553.3709312564	751.562610079436	0.6185762202600245	564846.3568694143	0.3826365402711783	1.096648	53.052052	0.3322466	0.064720594	-0.0914841626	0.0592741533	0.0206348844	-0.0403539012	-0.0373769605	-0.0531772659	-0.18676646170000002	0.059594395999999994	-0.0388134157	0.0844067483	0.0465114663	0.0157605342	0.0433372042	0.012517193999999999	0.2223680266	0.0383003278	0.083908346	0.07865379410000001	-0.23555870129999998	-0.040738726600000004	0.1233020394	0.1211126101	0.1174923133	-0.0450706	0.012124200000000002	0.00014699622564000005	0.00203135898436	-0.478516	0.2605819999999999	0.228977562256	0.06790297872399996	0.149756	-0.0031100000000000017	9.67210000000001e-06	0.022426859536	-0.00929513	0.0007221699999999978	8.63994417169e-05	5.215295088999965e-07	0.00114016	0.00016691200000000007	1.2999648256000005e-06	2.7859615744000024e-08	-0.000318442	0.00023952600000000005	1.01405307364e-07	5.737270467600002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.243350307965	0.3647664852834396	826723.4700792526	0.13305458878603374	772.9157551504923	-0.7465555065905392	0.5573451244206565	597398.7645598557	750.9986760698642	-0.5639340095717671	563999.0114586889	0.3180215671516899	0.8712719999999999	42.149113	0.30443829999999994	-0.057809720999999994	0.0354779099	-0.070953078	-0.0299135285	0.0402584975	0.0077575501	0.0789980187	-0.19029925760000002	-0.06878456150000001	0.0101431626	-0.058169515899999996	-0.0664822135	-0.0686478181	0.056076227	-0.062007056399999996	0.19076959129999999	-0.0970258594	-0.0263559381	-0.0968792871	0.2226111415	-0.087324986	0.1229407472	0.11967808320000001	0.1143042958	-0.0594191	-0.014348500000000009	0.00020587945225000018	0.003530629444810001	-0.6309130000000001	-0.15239700000000006	0.3980512135690001	0.023224845609000015	0.219195	0.06943899999999997	0.004821774720999996	0.04804644802499999	-0.00838579	0.0009093399999999998	7.032147392410003e-05	8.268992355999998e-07	0.000916198	-0.0002239620000000001	8.39418775204e-07	5.015897744400004e-08	-0.000550216	-0.000231774	3.0273764665599997e-07	5.371918707599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.9413137197416	2.697963411776641	831636.9596688881	7.279006571285452	772.2324026244086	-0.683352526083695	0.4669706749049671	596342.8836630667	749.784461473286	-1.2142145965782447	562176.7386667854	1.4743170865436694	0.785786	38.013634	0.3834169499999999	0.047541207800000006	0.0603024003	0.049407075599999996	-0.042143588600000004	0.0170073001	-0.014367885300000001	0.1022378499	-0.10475062119999999	0.048891847599999996	0.0592748767	-0.0448436251	0.0606625937	-0.021919221200000002	0.0134726449	-0.0643437419	0.1428569705	-0.031047429100000006	0.0348701778	0.031609681699999996	0.019714563799999998	-0.0203742061	0.12250766119999999	0.1179640426	0.1105157577	-0.0534295	0.005989600000000005	3.587530816000006e-05	0.00285471147025	-0.388757	0.24215600000000004	0.15113200504899998	0.058639528336000016	0.0971792	-0.12201579999999998	0.014887855449639997	0.00944379691264	-0.008406409999999998	-2.061999999999724e-05	7.066772908809996e-05	4.251843999998861e-10	0.00106663	0.00015043200000000004	1.1376995569e-06	2.2629786624000013e-08	-0.000456157	9.405900000000003e-05	2.08079208649e-07	8.847095481000003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.4331762609042	-6.508137458837383	819809.2366739097	42.355853183122285	771.8563924114296	-0.3760102129789402	0.14138368026446801	595762.2905063868	749.0752778205748	-0.7091836527112036	561113.7718419713	0.5029414532728052	0.764163	36.96755200000001	0.2916785499999999	-0.0487497363	0.0147306326	-0.053527920599999994	0.0225104771	-0.022323587000000002	0.0028826042	0.0546139831	-0.0337858612	-0.0459875384	-0.0242053685	0.0050442431	-0.071069114	0.0033937943	-0.007821490300000001	0.0049151286	0.1112330193	-0.0040160204	-0.05789315730000001	-0.07738528	0.13695258970000002	0.0932873748	0.1220030341	0.1159744915	0.106146603	-0.0570676	-0.0036380999999999983	1.3235771609999988e-05	0.00325671096976	-0.417495	-0.028737999999999982	0.174302075025	0.0008258726439999992	0.287089	0.1899098	0.03606573213604	0.08242009392099997	-0.00744615	0.0009602599999999976	5.54451498225e-05	9.220992675999953e-07	0.0006738260000000001	-0.000392804	4.540414782760001e-07	1.5429498241599994e-07	-0.000421368	3.4788999999999914e-05	1.7755099142400004e-07	1.210274520999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.7244987732408	-0.7086774876634081	818526.4186804919	0.50222378152092	770.3369072221719	-1.5194851892576935	2.3088352403734884	593418.9506286212	746.3461907238901	-2.72908709668468	557032.6364080614	7.447916381290813	0.8969729999999999	43.392475	0.41123605	0.0536753323	-0.0265282875	0.0514812239	-0.016558138400000002	0.0077771963	0.0648472848	-0.0467094467	0.0119047047	0.0501969265	0.023063311	0.029744859900000007	0.044372447599999996	-0.011662925	-0.0263424597	-0.10769618539999999	0.006078551999999999	0.1510327057	-0.0467129562	0.023206024300000003	-0.0378643975	-0.0081234402	0.12142716070000001	0.1137140766	0.10121978570000001	-0.053735000000000005	0.003332599999999991	1.1106222759999942e-05	0.002887450225000001	-0.272469	0.145026	0.07423935596100001	0.021032540676	0.0903665	-0.1967225	0.03869974200624999	0.00816610432225	-0.00665406	0.0007920900000000005	4.42765144836e-05	6.274065681000007e-07	0.00100153	0.00032770399999999995	1.0030623409e-06	1.0738991161599997e-07	-0.000218063	0.00020330500000000006	4.7551471969e-08	4.133292302500002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.3324973981634	1.6079986249225158	821438.5958399919	2.5856595777527014	773.3686306423959	3.0317234202240115	9.191346896734778	598099.0388616946	749.6369128156613	3.2907220917711584	561955.5010557954	10.828851885270748	1.002422	48.493706	0.329980305	0.0106397752	-0.16966810899999998	0.0106393771	0.09352843699999999	-0.0507101095	-0.0460130722	-0.092661781	-0.0391569217	0.0002179071	-0.13929556140000002	0.07307951830000001	0.0027358956	0.06997100889999999	-0.021348643599999998	0.1193419331	0.0538757496	0.1084278809	-0.0746492943	0.08856940769999999	-0.210758398	0.2489179376000001	0.12078037720000001	0.11118807720000001	0.09576119	-0.0397134	0.014021600000000002	0.00019660526656000007	0.0015771541395600002	-0.212944	0.05952500000000002	0.045345147136000005	0.0035432256250000032	0.281004	0.1906375	0.03634265640624999	0.07896324801599999	-0.00770614	-0.0010520800000000004	5.93845936996e-05	1.1068723264000009e-06	0.000874518	-0.00012701200000000002	7.647817323239999e-07	1.6132048144000002e-08	-8.12309e-05	0.0001368321	6.59845911481e-09	1.8723023590410005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
