csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
929.6606616073165	n/a	864268.9457401533	n/a	767.3060699045517	n/a	n/a	588758.6049123688	746.0295309881038	n/a	556560.0611063301	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.02999e-08	n/a	n/a	1.0608794001e-16	-0.00293467	n/a	8.6122880089e-06	n/a	2.2284000000000003e-09	n/a	n/a	4.965766560000001e-18	0.0	n/a	0.0	n/a	5.15063e-05	n/a	2.6528989396899996e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.3057769041216	-17.354884703194898	832301.8305726328	301.19202306118825	765.5009366852588	-1.8051332192928842	3.258505939394692	585991.6840660087	737.1599254981725	-8.86960548993136	543404.7557604712	78.66990154702052	1.06493	41.893227	0.2349995430715001	0.0047466646000000005	-0.1005712683	0.0058600354000000006	-0.0695643444	-0.0378041818	-0.055047554699999994	0.05491951	-0.0815789743	0.0264950135	-0.0384233226	-0.1023660863	0.0379804897	-0.0474239949	-0.0190788103	-0.0687946897	0.034925542000000004	-0.0143678281	0.0672804426	0.12450533039999999	0.124477639	0.1244314912	0.0	-0.00940434	-0.0094043502999	8.844180456322925e-05	8.844161083560001e-05	-0.12102	-0.11808533	0.0146458404	0.0139441451612089	0.0363197	0.0363196977716	0.0013191204462203658	0.0013191206080899998	0.0012172000000000005	0.0012172000000000005	1.4815758400000014e-06	1.4815758400000014e-06	-0.0	-5.15063e-05	0.0	2.6528989396899996e-09	-0.000155097	-0.000155097	2.4055079409000004e-08	2.4055079409000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.95868020375	6.652903299628407	844485.055921818	44.26112231420653	769.4985815284292	3.9976448431704057	15.981164292126934	592128.0669742646	739.631011965135	2.4710864669625607	547054.0338605697	6.106268327205512	1.122947	44.175575	0.50794834	0.0036069912	-0.1219119658	-0.11732231	-0.028597155	-0.0766089603	-0.09249059050000001	0.0438223015	-0.0334039731	-0.048513271	-0.0589656638	-0.1285264418	-0.05567841900000002	-0.044905210599999995	-0.07380346139999999	-0.0997899217	0.0399345712	0.0434346676	-0.0090043416	0.1244314912	0.1241823917	0.12376759529999999	0.0	0.025262700000000003	0.03466704	0.0012018036623616002	0.0006382040112900001	0.195729	0.316749	0.038309841441000005	0.100329929001	0.06772639999999999	0.0314067	0.0009863808048899995	0.004586865256959999	-0.000396164	-0.0016133640000000006	1.5694591489600001e-07	2.6029433964960013e-06	-0.000384075	-0.000384075	1.47513605625e-07	1.47513605625e-07	0.000349976	0.000505073	1.22483200576e-07	2.55098735329e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.1859843469284	-11.772695856821542	822986.4101955055	138.59636773722312	768.1441361293573	-1.354445399071892	1.834522339067017	590045.4138699166	737.8149511777742	-1.8160607873608117	544370.9021814613	3.2980767833895706	1.0171770000000002	40.014687	0.4627049999999999	0.0460329869	-0.0731387515	-0.042362219699999995	-0.0349206236	-0.04459327230000002	-0.06589040360000001	0.0750859547	-0.0335644471	0.0395776996	-0.0199420041	-0.0996562318	-0.0222117656	-0.041683101	-0.0516019534	-0.0642327885	0.0490843338	-0.0453276214	0.0122359073	0.1242838566	0.12359259759999999	0.1224433458	0.0	0.0129171	-0.012345600000000005	0.00015241383936000008	0.00016685147241	-0.123804	-0.319533	0.015327430416000001	0.10210133808899996	0.0373969	-0.030329499999999995	0.0009198785702499996	0.0013985281296099998	0.00118501	0.0015811739999999999	1.4042487001e-06	2.500111218276e-06	-0.000462863	-7.878800000000005e-05	2.1424215676900004e-07	6.207548944000008e-09	0.0	-0.000349976	0.0	1.22483200576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.7049569745258	14.518972627597348	849540.0277114123	210.8005661609211	768.1521595008438	0.008023371486501674	6.437449001040808e-05	590057.7401458097	740.5833700705227	2.7684188927485143	548463.7280250129	7.664143165726907	0.960112	37.769806	0.4098929634999999	-0.0223497224	-0.0867367632	-0.058031997599999996	0.0101133792	-0.0677688884	-0.0654224987	0.0137993508	-0.0311546552	-0.052923581399999996	-0.0715334383	-0.0771651845	-0.0350369752	-0.030280392799999997	-0.056578187	-0.0760351271	-0.0061077839	0.056157275199999995	-0.0028648464	0.1240625143	0.1227096555	0.1204658081	0.0	0.0310026	0.018085500000000004	0.0003270853102500001	0.00096116120676	0.151672	0.275476	0.023004395583999998	0.075887026576	0.08226010000000003	0.04486320000000002	0.0020127067142400017	0.006766724052010003	-3.2142700000000007e-06	-0.0011882242699999999	1.0331531632900002e-11	1.4118769158170332e-06	-0.000443919	1.8944000000000014e-05	1.97064078561e-07	3.588751360000005e-10	0.000222197	0.000222197	4.937150680900001e-08	4.937150680900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.2087917345282	-13.496165239997596	824843.2093838915	182.14647618531933	766.3049035812462	-1.8472559195976144	3.4123544324884287	587223.205252663	737.6817575693108	-2.9016125012119574	544174.3754505474	8.419355107189512	1.053967	41.461975	0.3902811135	0.0288079533	-0.0359714381	-0.044074837900000004	-0.026694705699999998	-0.0360521386	-0.05038259849999999	0.0914733854	-0.0156088483	0.0857957199	-0.011417138	-0.0779196135	-0.0312555874	-0.0614333345	-0.0382174075	-0.0549712345	0.05745282700000001	-0.08570617230000001	0.0451924955	0.12376759529999999	0.1215356597	0.11784553310000001	0.0	0.0268641	-0.004138500000000007	1.7127182250000055e-05	0.0007216798688099997	-0.124516	-0.276188	0.015504234256	0.076279811344	0.09780100000000004	0.015540900000000024	0.00024151957281000078	0.009565035601000008	0.00165909	0.0016623042699999999	2.7525796281e-06	2.7632554860602333e-06	-0.000440146	3.773000000000047e-06	1.93728501316e-07	1.4235529000000354e-11	0.0	-0.000222197	0.0	4.937150680900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.6727543850044	12.463962650476219	847638.3206668706	155.35036495246618	770.8525254667836	4.54762188553741	20.68086481381883	594213.6160185182	742.3994015942102	4.717644024899414	551156.8714874414	22.256165145669147	1.1113620000000002	43.71983	0.2994155	-0.032590122400000004	-0.1002099967	-0.055194923099999994	-0.0421050095	-0.0999102187	-0.0662346516	0.0502771188	-0.0428444483	-0.10816903189999999	-0.09200139660000001	-0.09930953810000001	0.0124275051	-0.0271733208	-0.09316812960000001	-0.0858016194	0.044359365199999994	0.06829068370000001	-0.0254950364	0.1233992748	0.1200733947	0.11459650130000001	0.0	0.0246601	-0.002203999999999994	4.857615999999974e-06	0.00060812053201	0.048485900000000005	0.1730019	0.002350882498810001	0.029929657403610005	0.038088300000000005	-0.059712700000000035	0.003565606541290005	0.0014507185968900007	0.00059615	-0.00106294	3.553948225000001e-07	1.1298414436e-06	-0.000566448	-0.000126302	3.20863336704e-07	1.5952195204000006e-08	0.00010069600000000004	0.00010069600000000004	1.0139684416000008e-08	1.0139684416000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886.0877464888202	-34.58500789618415	785151.4944776356	1196.1227711791198	760.9782624704378	-9.874262996345806	97.50106972100404	579087.9159525265	734.1269055980865	-8.272495996123666	538942.3135230219	68.43419000588209	1.6725900000000002	65.797928	0.16437675	0.0651285873	0.0257713438	0.0008715733	-0.0411782221	0.0574273331	-0.0268843865	0.10343177890000001	0.0485322301	0.09855219539999999	0.1052017642	-0.0161201118	-0.0392732966	-0.05980443940000001	0.026892415899999998	-0.022424111400000002	0.0916751929	-0.1340785778	0.0719240531	0.122957771	0.1183263288	0.1107360475	0.0	0.0291862	0.0045261000000000025	2.0485581210000014e-05	0.0008518342704400001	-0.0113405	-0.0598264	0.00012860694025	0.00357919813696	0.12262700000000006	0.08453870000000005	0.007146791797690008	0.015037381129000013	0.000462829	-0.00013332100000000005	2.14210683241e-07	1.7774489041000012e-08	-0.000642142	-7.569399999999996e-05	4.123463481639999e-07	5.729581635999994e-09	0.0	-0.00010069600000000004	0.0	1.0139684416000008e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887.1119927812185	1.0242462923982885	786967.6877362649	1.0490804674916403	753.854887607361	-7.123374863076832	50.74246943991489	568297.1915695069	725.9998894510571	-8.127016147029394	527075.8394829471	66.0483914540765	1.866694	73.433784	1.05853045	0.17995606390000002	-0.094138871	-0.1614853091	0.06959612679999999	0.11311263519999999	-0.19843075920000008	0.0785251424	0.17395712010000006	0.25685160760000003	0.12889086689999998	-0.19447614100000002	-0.24128563449999998	0.0135496817	0.11102197470000001	-0.041968224900000003	0.1235145742	-0.35184821310000003	0.0180500665	0.1224433458	0.116298606	0.106284769	0.0	0.112648	0.0834618	0.006965872059240001	0.012689571904	0.07681789999999998	0.08815839999999997	0.005900989760409997	0.007771903490559997	-0.333222	-0.455849	0.207798310801	0.11103690128399996	0.007401699999999998	0.0069388709999999975	5.478516288999997e-05	4.814793075464098e-05	-0.00219033	-0.0015481879999999998	4.7975455088999985e-06	2.396886083344e-06	0.00013416600000000002	0.00013416600000000002	1.8000515556000005e-08	1.8000515556000005e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.0309789402852	51.918986159066655	881779.1794095505	2695.5811237853563	772.4741240633217	18.61923645596073	346.6759662029771	596716.2723473961	746.0901506870892	20.09026123603212	556650.5129522835	403.61859653201486	2.079644	81.811035	1.1612979	-0.1573517971	-0.1493508709	0.0363492706	-0.124857789	-0.1567877237	0.021216711699999998	0.0148090605	-0.18811797989999998	-0.2533898935	-0.1962633112	-0.0623578175	0.1970497123	-0.0202038159	-0.122343465	-0.0791749265	-0.0064783422	0.2289878712	-0.061496400000000014	0.12185630439999999	0.1139950357	0.1012664153	0.0	0.06976689999999999	-0.042881100000000005	0.0018387887372100003	0.004867420335609999	0.153341	0.07652310000000002	0.023513462281	0.005855784833610004	0.298165	0.6313869999999999	0.3986495437689999	0.08890236722500001	0.00111337	-0.006288329999999997	1.2395927569e-06	3.9543094188899976e-05	-0.000385764	0.001804566	1.4881386369600002e-07	3.256458448356e-06	0.000251404	0.00011723799999999998	6.3203971216e-08	1.3744748643999994e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
