csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
2340.787473484573	n/a	5479285.9960222915	n/a	1845.5303072424094	n/a	3405982.114950262	n/a	1621.6022191300206	n/a	n/a	2629593.7570874067	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0137796	n/a	n/a	0.00018987737616	0.0255266	n/a	n/a	0.0006516073075599999	-0.0968389	n/a	n/a	0.009377772553209998	0.0007465129999999998	n/a	n/a	5.572816591689996e-07	-0.000116157	n/a	1.3492448649e-08	n/a	0.000135361	n/a	n/a	1.8322600321e-08	0.0	0.0	0.0	0.0
2323.9424227465306	-16.84505073804257	5400708.384241015	283.7557343672286	1845.0905151750906	-0.4397920673188764	3404359.0091890814	0.19341706247661114	1617.1534117567026	-4.4488073733180045	19.791887044888643	2615185.157156343	1.124663	26.680435	0.13133410000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0218975	-0.0081179	6.590030041000002e-05	0.00047950050625	-0.0228112	-0.04833780000000001	0.0023365429088400003	0.0005203508454400001	-0.0630908	0.03374809999999999	0.0011389342536099992	0.0039804490446400005	0.0006917739999999999	-5.473899999999983e-05	2.9963581209999812e-09	4.785512670759999e-07	-0.0006624889999999999	-0.000546332	4.388916751209999e-07	2.98478654224e-07	0.000356896	0.000221535	4.9077756225e-08	1.2737475481599998e-07	0.0	0.0	0.0	0.0
2337.0541277385405	13.11170499200989	5461821.995979751	171.9168077974971	1848.007894682141	2.9173795070505553	3415133.1788075194	8.511103188158538	1615.0197118606754	-2.1336998960271103	4.5526752463061015	2608288.669698539	1.125048	26.689571	0.2346040957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.909219999999998e-05	0.021976592200000002	0.00048297060472510077	6.255576100839997e-09	0.00233187	0.02514307	0.0006321739690249	5.437617696900001e-06	0.046810500000000005	0.1099013	0.012078295741690002	0.0021912229102500004	0.00016611	-0.0005256639999999999	2.7632264089599984e-07	2.75925321e-08	6.61367e-06	0.0006691026699999999	4.37406308689e-11	4.4769838300112886e-07	0.0	-0.000356896	1.2737475481599998e-07	0.0	0.0	0.0	0.0	0.0
2328.6415602529964	-8.41256748554406	5422571.51613751	70.7712916988331	1845.4809040486728	-2.5269906334683583	3405799.767208306	6.3856816616368155	1614.0725452046693	-0.9471666560061748	0.8971246742499196	2605230.1811834797	1.014149	24.058712	0.1851547043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0204913	0.020412207800000002	0.0004166582272703808	0.00041989337568999985	0.0114576	0.00912573	8.327894803290001e-05	0.00013127659776	0.131969	0.0851585	0.007251970122249999	0.017415816961000002	-0.000422818	-0.0005889280000000001	3.468361891840001e-07	1.7877506112400006e-07	0.000484904	0.00047829032999999996	2.3513188921600003e-07	2.2876163977150888e-07	-0.000341947	-0.000341947	1.16927750809e-07	1.16927750809e-07	0.0	0.0	0.0	0.0
2321.33370314923	-7.307857103766309	5388590.161376518	53.40477544906771	1847.3746355624273	1.8937315137545736	3412793.044119411	3.586219046187189	1612.8801611094434	-1.1923840952258615	1.4217798305475964	2601382.414100424	1.2111360000000002	28.731844	0.0992234	-0.0889333817	0.0307331996	-0.1126187114	-0.0730334466	0.0675279474	-0.0082007722	0.043426872199999994	-0.0289775022	0.0074785514	-0.0180439459	0.071765639	-0.0820992737	0.0351504202	-0.0288997363	-0.0717631819	0.0699839243	-0.0561971169	0.019857156	-0.029978482999999997	0.1106699187	-0.0570589193	0.055404049500000004	-0.028022720600000002	-0.0403044096	0.0197697919	-0.08874614410000001	0.0388171473	-0.15026804400000002	0.1183546734	-0.0007090308	0.0400527698	-0.1043137474	0.0185622319	-0.11486824050000001	0.19293030989999999	-0.021748938199999998	0.3044585235	-0.0580822872	0.1259783674	0.1259489983	0.1259000548	0.0	0.0	0.0	0.0	0.016465900000000002	-0.004025399999999995	1.6203845159999962e-05	0.0002711258628100001	-0.0296303	-0.041087900000000004	0.0016882155264099994	0.0008779546780899999	0.102603	-0.029366000000000007	0.0008623619560000003	0.010527375609	-0.000468241	-4.542299999999995e-05	2.063248928999995e-09	2.19249634081e-07	0.000377392	-0.00010751200000000004	1.42424721664e-07	1.1558830144000008e-08	0.0	0.000341947	1.16927750809e-07	0.0	0.0	0.0	0.0	0.0
2323.1052229134666	1.7715197642364728	5396817.876727828	3.1382822750804484	1840.6922490250204	-6.682386537406956	3388147.955620788	44.65428983531772	1612.4061020232184	-0.4740590862249974	0.2247320172324795	2599853.437841709	1.097529	26.036722	0.07056280000000001	0.0421906603	-0.056999408	0.072311897	-0.0560958846	0.0115003026	-0.0919263462	-0.033887423	0.0200939676	-0.050345097199999994	0.014646542700000001	0.0422699408	0.008234860200000001	-0.0344989187	0.0075655244	0.10461621019999999	0.038170981	-0.0395254531	-0.0331569158	0.024791679	-0.0633638802	-0.0537486642	-0.049345078099999995	-0.042784792300000006	-0.1317326119	0.026538909399999998	-0.006734211800000001	-0.009402573000000001	0.0448707009	-0.0290253606	0.0418284583	0.041558495	0.013396028400000001	0.0206814948	-0.0337356137	-0.0029003375	-0.17288168969999998	-0.031072541699999998	0.1813663748	0.1259000548	0.1256358692	0.1251959706	0.0	0.0	0.0	0.0	0.016486400000000002	2.0499999999999685e-05	4.2024999999998715e-10	0.0002718013849600001	-0.0417092	-0.012078900000000005	0.00014589982521000008	0.0017396573646400002	0.0933098	-0.009293199999999988	8.636356623999977e-05	0.008706718776040002	0.000125544	0.000593785	3.52580626225e-07	1.5761295936e-08	0.000335183	-4.2208999999999975e-05	1.12347643489e-07	1.7815996809999976e-09	-0.00034741	-0.00034741	1.2069370809999998e-07	1.2069370809999998e-07	0.0	0.0	0.0	0.0
2324.9600938505105	1.85487093704387	5405439.437997375	3.4405461930900048	1841.9746592008948	1.2824101758744746	3392870.6451382525	1.6445758591864008	1609.5818613983988	-2.8242406248195953	7.976335106881375	2590753.7685427344	0.960907	22.79565	0.138635375	0.08883691460000001	0.05188186	0.036235127	0.070091125	-0.0044886968	0.0084504626	0.0653694646	-0.0127628085	0.0008891938000000002	-0.133551757	0.04493839980000002	-0.1393224961	0.06676095230000001	0.0716727781	0.0182372012	-0.1020758561	-0.030199428700000006	0.0977873023	0.0205834308	-0.0392541325	0.057303510499999995	-0.0921921278	-0.0031511681	0.017938499	0.0350140135	-0.099942418	-0.033762262	-0.2485422328	0.0910197814	0.0410742783	0.11999086560000001	-0.2140943187	-0.1009772347	0.15349856650000002	0.0929738799	-0.054002003099999994	-0.0032644131	0.0503160067	0.1257434781	0.12501038960000002	0.12379173980000001	0.0	0.0	0.0	0.0	0.0187073	0.002220899999999998	4.93239680999999e-06	0.00034996307329000006	-0.00980819	0.03190101	0.0010176744390201	9.62005910761e-05	0.183366	0.09005619999999999	0.008110119158439998	0.033623089956	8.250670000000001e-05	-4.30373e-05	1.85220919129e-09	6.807355544890002e-09	0.00014788	-0.000187303	2.18684944e-08	3.5082413809000015e-08	-0.000406215	-5.880500000000005e-05	3.458028025000005e-09	1.6501062622500002e-07	0.0	0.0	0.0	0.0
2333.1506374155683	8.190543565057851	5443591.896872673	67.08500389111057	1844.1383808958042	2.163721694909327	3400846.3678929983	4.6816915730212925	1612.2545099184922	2.6726485200933894	7.143050111957384	2599364.6047525173	1.109427	26.318981	0.104688295	-0.018404476399999998	0.12412875570000001	-0.0430207808	0.0089420689	0.0908958156	-0.1530497226	-0.07382403629999999	0.0157067904	-0.0962888206	0.054446998600000004	-0.0392527487	-0.016012106	-0.09996050529999999	0.0264930229	-0.0286036248	-0.0016568389000000002	-0.17073679809999998	-0.0817326169	-0.0206868252	0.0733283016	-0.0091863918	-0.0377382217	-0.0116834948	-0.20749884850000005	-0.0173140495	0.1751551996	0.0565127083	-0.0010952872	0.027327244	0.06642459	0.09189147939999999	0.0637739847	-0.1708308743	-0.10912160679999999	0.029020839	-0.027583344	-0.025503577200000002	0.10016866099999999	0.1255087347	0.1240741145	0.12169521529999999	0.0	0.0	0.0	0.0	0.0322358	0.013528500000000002	0.00018302031225000007	0.0010391468016400002	-0.0212174	-0.01140921	0.00013017007282410006	0.00045017806275999997	0.189586	0.0062199999999999755	3.8688399999999696e-05	0.035942851395999995	-0.000733073	-0.0008155797	6.6517024705209e-07	5.37396023329e-07	0.0005080719999999999	0.000360192	2.5813715718399987e-07	1.2973827686399993e-07	-0.000701055	-0.00029484	8.69306256e-08	4.914781130250001e-07	0.0	0.0	0.0	0.0
2312.788609757659	-20.36202765790949	5348991.153424764	414.6121703414712	1848.7432422196814	4.604861323877231	3417851.57565294	21.20474781214036	1609.9943981498786	-2.260111768613569	5.108105206625557	2592081.96207399	1.133915	26.899918	0.13970775	-0.1020964885	-0.0231015427	-0.0693962226	-0.10863745279999999	0.0292525033	0.2104953211	0.08817591570000001	-0.1239476047	0.0584123081	0.0102839002	-0.06622188650000001	-0.0394393532	0.0218552071	0.0936093	-0.031618542799999996	0.10698615759999999	0.042054074299999994	0.1259457022	-0.15289132619999998	0.0547107881	-0.0224480026	0.1979554221	-0.044790538600000006	0.18961614350000008	0.0066569278	-0.0013862254999999998	-0.0197206612	-0.0272172457	0.026589269900000004	0.1318129765	0.0984954464	0.0158552734	-0.0254043416	-0.0333943792	0.015363286200000001	0.17252245170000002	-0.06908208519999999	-0.05312037519999999	0.1251959706	0.1228293715	0.1189181218	0.0	0.0	0.0	0.0	0.028792400000000006	-0.003443399999999999	1.1857003559999995e-05	0.0008290022977600003	-0.012815	0.0084024	7.060032576000001e-05	0.000164224225	0.192288	0.0027020000000000377	7.300804000000205e-06	0.036974674944	-0.00214157	-0.0014084970000000005	1.983863799009001e-06	4.5863220649000005e-06	-0.00029179	-0.0007998619999999999	8.51414041e-08	6.39779219044e-07	-0.000406215	0.00029484	8.69306256e-08	1.6501062622500002e-07	0.0	0.0	0.0	0.0
2341.835632923149	29.04702316549037	5484194.131628566	843.7295547765343	1848.772262277541	0.02902005785949768	3417958.8777668164	0.0008421637581685933	1610.916260294046	0.9218621441673348	0.8498298128487962	2595051.1976797543	1.455404	34.526615	0.167438945	0.1838289373	-0.06504872889999999	0.18352334780000001	-0.060130190599999994	0.2117938093	-0.1146330578	-0.0224916859	-0.12893788650000002	0.0038751029	0.0538891451	-0.023641629100000002	0.0990632633	0.1255998709	0.1560436239	0.21661689899999997	-0.029212444700000006	-0.2191735287	-0.0989858882	0.0262340015	-0.1396621495	0.0077075592	0.1323436764	-0.0900559153	-0.0370800387	-0.0085241639	-0.000360856	-0.0130201299	0.0996719588	-0.016804921299999998	0.09339332369999999	0.028593644900000006	-0.0529712537	0.016721698400000002	-0.0505608763	0.2196187449	0.037951855699999995	-0.1357327828	0.1543071891	0.1248053801	0.1212792554	0.11547599	0.0	0.0	0.0	0.0	0.00108542	-0.027706980000000003	0.0007676767407204003	1.1781365763999998e-06	-0.0512285	-0.0384135	0.0014755969822499995	0.0026243592122499994	0.132073	-0.060215000000000025	0.0036258462250000015	0.017443277328999997	-0.00193896	0.0002026100000000002	4.105081210000008e-08	3.7595658816e-06	-0.0005446569999999999	-0.00025286699999999994	2.96651247649e-07	6.394171968899996e-08	-3.96227e-05	0.00036659230000000005	1.3438991441929e-07	1.5699583552900005e-09	0.0	0.0	0.0	0.0
