csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
2277.2091360018712	n/a	5185681.449090389	n/a	1746.4673767903519	n/a	3050148.2981929732	n/a	1630.3094853379007	n/a	n/a	2657909.01798273	n/a	n/a	n/a	0.0453179088	-0.0094318175	-0.0046791871	0.021985364900000002	-0.0219016571	0.0506785809	-0.1257349807	0.051658620599999996	-0.021503235699999998	-0.017806217	0.0013191282	-0.009264317099999999	0.038954795800000004	-0.0220638972	0.0019977284	-0.0314675674	0.12393414779999999	-0.0839178356	0.046860184299999996	-0.0719710514	0.1240256802	0.1239985182	0.1239532527	-0.198802	n/a	n/a	0.039522235204	0.0783988	n/a	n/a	0.00614637184144	-0.117693	n/a	n/a	0.013851642249000002	0.0022031	n/a	n/a	4.853649610000001e-06	-0.0007105319999999999	n/a	5.048557230239999e-07	n/a	-0.00280407	n/a	n/a	7.8628085649e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2259.065178317021	-18.143957684850193	5103375.479884514	329.20320046963434	1744.4167541349093	-2.0506226554425666	3042989.8121065726	4.205053275014324	1625.4364337562008	-4.873051581699883	23.74663171790773	2642043.600182076	1.161587	30.591244	0.1646914	0.0079378125	0.0830796874	-0.004013574099999999	0.0072557175	0.08614732369999999	0.0493316625	0.0832024742	0.0591389691	0.0063522638	-0.038512871000000004	0.0644617691	-0.0163088866	-0.048996043499999996	-0.07579564030000001	0.0752467768	-0.031046709	-0.0596968779	-0.1250174791	0.016463761299999997	-0.1616487633	0.1239532527	0.12370891390000001	0.1233020394	-0.20870100000000005	-0.00989900000000002	9.799020100000038e-05	0.043556107401000015	0.0375032	-0.0408956	0.0016724500993600005	0.00140649001024	-0.191705	-0.07401199999999998	0.005477776143999997	0.036750807024999985	0.00227932	7.622000000000011e-05	5.809488400000016e-09	5.1952996624e-06	-0.000614456	9.607599999999997e-05	3.77556175936e-07	9.23059777599999e-09	-0.00217867	0.0006253999999999999	3.911251599999999e-07	4.7466029689000015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2260.815628404197	1.7504500871759774	5111287.305636664	3.064075507694387	1748.1845677731687	3.76781363825944	3056149.2830002606	14.19641961265384	1622.5928654982156	-2.843568257985225	8.08588043782113	2632807.6071657105	0.99591	26.228031	0.14926162	-0.0276162363	-0.007413894399999998	-0.0030680255	-0.031253607	-0.046529731100000006	-0.0043678276	0.0091079724	0.08705291470000001	0.011272081100000001	0.0571069589	-0.0231111285	0.0138142751	0.0270931597	0.022281074300000002	-0.0006862178	-0.0959083794	0.0557311232	-0.1625350561	-0.0584694086	-0.0828462477	0.1238084399	0.1231303817	0.1220030341	-0.185665	0.023036000000000032	0.0005306572960000012	0.034471492225000004	0.00380288	-0.03370032	0.0011357115681024	1.44618962944e-05	-0.249214	-0.05750900000000001	0.003307285081000001	0.062107617796	0.00264246	0.00036314000000000013	1.3187065960000006e-07	6.982594851600002e-06	-0.00044976	0.00016469599999999998	2.022840576e-07	2.7124772416000002e-08	-0.00200618	0.00017248999999999994	2.975280009999999e-08	4.024758192400002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2265.8336021044115	5.0179737002144975	5134001.912425453	25.18006005604437	1748.6150269904012	0.4304592172325101	3057654.512616642	0.18529513770042536	1623.1708800130443	0.5780145148287374	0.3341007793527007	2634683.705722321	0.931193	24.523664	0.20109713	0.0085515757	-0.020748765	-0.0092986011	0.0094446978	-0.038685057	0.0091322363	-0.10323338130000001	-0.0408401152	-0.0163122199	-0.0082260404	-0.028677912599999997	0.0205349198	0.041045934	0.0015515893	-0.0739117529	-0.0197895217	0.12670575539999998	-0.11131008960000001	0.0250012159	-0.09876648910000001	0.1235913266	0.12226427279999999	0.1200630614	-0.187858	-0.0021930000000000005	4.809249000000001e-06	0.035290628164	0.0777901	0.07398722	0.005474108723328401	0.00605129965801	-0.174467	0.07474699999999998	0.005587114008999997	0.030438734089000007	0.00233089	-0.00031157000000000016	9.70758649000001e-08	5.4330481921e-06	2.28982e-05	0.0004726582	5.243275632400002e-10	2.2340577402723998e-07	-0.00222535	-0.00021916999999999987	4.8035488899999945e-08	4.9521826225000015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2262.705550567929	-3.128051536482417	5119836.408570915	9.784706414890008	1748.701154571433	0.08612758103186025	3057955.727999463	0.007417960214399653	1624.8654503015432	1.6945702884988805	2.8715684626631788	2640187.7315836367	1.124161	29.605608	0.07342264499999998	0.016967321599999998	0.0621159555	-0.022536504300000003	0.0057005477	0.082207077	0.0896704697	0.08710832619999999	-0.013807071	-0.0065454674	-0.0686610525	0.06362354860000001	0.0331207636	-0.029241936899999998	-0.12273502230000001	0.08964998730000001	0.063162188	-0.029428499900000002	-0.0632217256	0.029661850299999997	-0.190778846	0.1233020394	0.1211126101	0.1174923133	-0.208941	-0.02108299999999999	0.0004444928889999996	0.043656341481	0.07510139999999997	-0.002688700000000016	7.229107690000087e-06	0.0056402202819599975	-0.15607299999999996	0.01839400000000005	0.0003383392360000018	0.024358781328999983	0.0024191	8.821000000000002e-05	7.781004100000005e-09	5.85204481e-06	-3.95407e-05	-6.243890000000001e-05	1.56346695649e-09	3.8986162332099996e-09	-0.00269984	-0.0004744899999999997	2.2514076009999967e-07	7.289136025599998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2261.3518658104513	-1.353684757477822	5113712.261004409	1.83246242262779	1750.7040675502462	2.002912978813129	3064964.732136977	4.01166040069808	1623.8011258374465	-1.0643244640966714	1.132786564874667	2636730.096270959	1.083377	28.531532	0.227497575	-0.026211311400000003	-0.0313651012	-0.009926799699999999	-0.0452941151	-0.0819511392	0.009586626	0.009919924	0.097676335	0.031234519900000007	0.0608814585	-0.0479460522	0.0405826052	0.0377513333	0.050977614000000004	-0.0154864293	-0.1417618265	0.0447959017	-0.1310970527	-0.0601582755	-0.0862564025	0.1229407472	0.11967808320000001	0.1143042958	-0.182863	0.02607799999999999	0.0006800620839999995	0.033438876769	0.00594864	-0.06915275999999998	0.004782104215617597	3.53863178496e-05	-0.239743	-0.08367000000000002	0.007000668900000004	0.057476706049	0.00230097	-0.00011813000000000014	1.3954696900000032e-08	5.2944629408999985e-06	-0.000235317	-0.0001957763	5.5374090489e-08	3.8328359641689995e-08	-0.00204181	0.00065803	4.330034809e-07	4.1689880761e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2258.218527426302	-3.1333383841492832	5099550.917611416	9.81780942958324	1745.4847718772917	-5.219295672954559	3046717.0888555213	27.241047321722174	1623.568012783239	-0.23311305420747885	0.054341696041938975	2635973.0921329157	0.965257	25.420752	0.2754310600000001	0.0063985278000000005	-0.0157668503	0.014345261000000003	0.0161203147	-0.0264395775	-0.0094755869	-0.1041667681	-0.029403041499999998	4.59445e-05	0.0038718796	-0.0356136629	-0.0010398686	0.029054177799999997	0.0078317394	-0.0763232826	-0.045543403899999994	0.10965950810000001	-0.1586591909	0.08719142390000001	-0.040680225800000004	0.12250766119999999	0.1179640426	0.1105157577	-0.221259	-0.03839600000000001	0.001474252816000001	0.048955545081000015	0.0866831	0.08073446	0.0065180530314915995	0.007513959825609999	-0.12847	0.11127299999999997	0.012381680528999996	0.0165045409	0.00238582	8.485000000000003e-05	7.199522500000004e-09	5.6921370723999985e-06	0.000160805	0.00039612199999999995	2.5858248025e-08	1.56912638884e-07	-0.00246139	-0.0004195800000000001	1.7604737640000011e-07	6.058440732099998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2257.605253096896	-0.6132743294060674	5096781.478810701	0.3761054031084617	1746.9714554336954	1.4866835564037046	3051909.2661001235	2.210227996881167	1624.0106647541684	0.4426519709293189	0.1959407673676105	2637410.639235276	1.0758740000000002	28.333929	0.09924135	0.016486444399999998	0.07329400650000001	-0.0060495824	-0.0046341762	0.08370715849999999	0.090993935	0.054978045999999996	-0.0054274158999999995	0.0118421915	-0.057309644000000014	0.0895490445	0.0235678622	-0.0537409943	-0.093415817	0.08515951570000001	-0.022342027799999997	-0.058734408499999995	-0.043563535	0.029476612200000002	-0.1506735554	0.1220030341	0.1159744915	0.106146603	-0.198524	0.022735000000000002	0.0005168802250000002	0.039411778576	0.0800068	-0.006676299999999996	4.4572981689999954e-05	0.006401088046240001	-0.108689	0.019780999999999997	0.0003912879609999997	0.011813298721	0.00280439	0.0004185700000000001	1.7520084490000006e-07	7.864603272099999e-06	0.0006800360000000001	0.0005192310000000001	4.624489612960001e-07	2.696008313610001e-07	-0.00239821	6.317999999999992e-05	3.99171239999999e-09	5.7514112041e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250.7708695909905	-6.834383505905408	5065969.507399384	46.70879790579188	1744.358144494705	-2.6133109389904803	3042785.33626501	6.829394063847307	1622.335540403874	-1.6751243502944817	2.8060415889495096	2631972.6056575296	1.060252	27.922523	0.3929833	-0.0077944474	0.0558705351	0.004753433499999999	-0.0077494511	-0.0113371974	-0.0341530536	0.10217993539999999	0.061842075199999985	0.0169678593	0.0251110611	-0.012497379599999999	-0.0046214278	-0.0031002716999999997	0.0261059579	0.024510416200000003	-0.0407158271	-0.1040221939	-0.044797092000000004	-0.051444598700000004	-0.010408908100000001	0.12142716070000001	0.1137140766	0.10121978570000001	-0.0954162	0.1031078	0.010631218420840005	0.009104251222440001	0.0236574	-0.0563494	0.00317525488036	0.0005596725747600001	-0.195408	-0.08671899999999999	0.007520184960999998	0.038184286464	0.00185274	-0.0009516499999999998	9.056377224999996e-07	3.432645507600001e-06	0.000295024	-0.0003850120000000001	8.703916057600001e-08	1.4823424014400005e-07	-0.00079873	0.00159948	2.5583362704e-06	6.379696129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2261.8735014469576	11.102631855967047	5116071.73654792	123.26843412913428	1743.666086151682	-0.6920583430228362	3040371.419995525	0.4789447501475136	1620.6953129635322	-1.6402274403417323	2.6903460560499908	2626653.2974619614	1.137037	29.944719	0.5528821999999999	-0.0048699071	-0.0342457329	-0.0005563004	0.0382511587	-0.04659951	-0.015838926	-0.0709899783	0.005459571999999999	-0.0210347563	0.0022955957	-0.0547815424	-0.0165303947	0.0568379397	0.0085868147	-0.036104986299999996	-0.050373624699999994	0.0030810972999999998	0.0472411686	0.0923490578	0.0475396088	0.12078037720000001	0.11118807720000001	0.09576119	-0.0547933	0.0406229	0.0016502200044099995	0.0030023057248899994	0.155339	0.1316816	0.017340043778560004	0.024130204921	0.06726739999999999	0.26267540000000006	0.06899836576516001	0.0045249031027599996	0.00365193	0.0017991899999999996	3.2370846560999987e-06	1.33365927249e-05	0.00043894	0.000143916	1.926683236e-07	2.0711815056000003e-08	-0.00121367	-0.00041494	1.7217520360000004e-07	1.4729948689e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
