csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
975.5222039039518	n/a	951643.5703096231	n/a	848.0930213184189	n/a	719261.7728090042	n/a	772.8947805096402	n/a	n/a	597366.3417390449	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0135487	n/a	n/a	0.00018356727169	0.00765456	n/a	5.8592288793600014e-05	n/a	-0.038117800000000014	n/a	n/a	0.0014529666768400007	-5.6683e-05	n/a	3.212962489e-09	n/a	0.00025776200000000003	n/a	6.644124864400003e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0
961.5714935211383	-13.950710382813439	924619.7371524726	194.62232018513873	849.1506484436708	1.0576271252518836	721056.8237523065	1.1185751360685636	771.4941672435606	-1.4006132660796309	1.961717521118252	595203.250090835	1.377217	21.374809	0.21188024170000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.016784599999999997	-0.0032358999999999964	1.0471048809999975e-05	0.00028172279715999983	0.127859	0.12020444	0.016347923881000002	0.014449107395713597	9.30517e-05	0.038210851700000006	0.0014600691876393936	8.658618872889998e-09	-0.000803502	-0.0007468189999999999	6.45615464004e-07	5.57738618761e-07	-0.0	-0.00025776200000000003	0.0	6.644124864400003e-08	0.0	0.0	0.0	0.0	0.0	0.0
959.1663400498571	-2.40515347128121	920000.0678846381	5.784763220416053	847.2773610779084	-1.873287365762394	717878.9265951443	3.5092055547250096	772.3461251147536	0.8519578711930079	0.7258322142877222	596518.5369797746	1.52197	23.621407	0.2862848563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.016784599999999997	0.00028172279715999983	0.0	-0.121813	-0.24967199999999998	0.014838406969000004	0.062336107583999996	0.000183558	9.050629999999997e-05	8.191390339689998e-09	3.3693539364e-08	-0.000408747	0.000394755	1.67074110009e-07	1.55831510025e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
961.4068968114324	2.2405567615752493	924303.2212365881	5.020094601840566	848.4660755989607	1.1887145210523613	719894.6814423014	1.4130422125607447	771.8461797165887	-0.4999453981648685	0.2499454011462289	595746.5251430926	1.314262	20.397726	0.187695755478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.03478e-07	4.03478e-07	1.62794496484e-13	1.62794496484e-13	0.0229567	0.1447697	0.00052701007489	0.02095826603809	0.00789328	0.007709722	5.943981331728401e-05	6.230386915840001e-05	0.000218616	0.0006273629999999999	4.7792955456e-08	3.9358433376899993e-07	-7.69556e-05	-7.69556e-05	5.92216437136e-09	5.92216437136e-09	0.0	0.0	0.0	0.0	0.0	0.0
959.0586139641032	-2.3482828473291875	919793.4250187469	5.514432331060476	848.4530676589163	-0.01300794004441741	719872.6080198257	0.00016920650419915802	772.289860282489	0.4436805659003085	0.196852444557618	596431.6282951464	1.175225	18.239822	0.037706648694005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.16005e-10	-4.0369400499999995e-07	1.6296884967294006e-13	4.665816002499999e-20	0.00616896	-0.01678774	3.80560674816e-05	0.0002818282143076	0.016821799999999998	0.008928519999999997	7.971846939039995e-05	0.00028297295523999993	5.57719e-05	-0.0001628441	3.1105048296099994e-09	2.6518200904809998e-08	-0.0	7.69556e-05	0.0	5.92216437136e-09	0.0	0.0	0.0	0.0	0.0	0.0
961.9210108975067	2.862396933403488	925292.0312060813	8.193316204357693	849.9402448043134	1.4871771453970268	722398.4197380161	2.2116958617912497	773.5941164794182	1.3042561969291455	1.7010842272280782	598447.8570515716	1.0815290000000002	16.785648000000002	0.08946632521600499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0100209	0.010020900216005	0.00010041844113912908	0.00010041843681000002	-0.0388155	-0.04498446	0.0015066430402499995	0.0020236016414916	0.00743479	-0.009387009999999998	8.811595674009995e-05	5.52761023441e-05	0.000452969	0.0003971971	2.0518091496099998e-07	1.5776553624840998e-07	-0.0	0.0	0.0	0.0	0.000104282	0.000104282	1.0874735524e-08	1.0874735524e-08	0.0	0.0
966.2253151090132	4.304304211506519	933591.359557512	18.52703474519276	849.5702625096122	-0.3699822947011171	721769.6309406514	0.13688689839230425	774.6062914517653	1.0121749723471112	1.0244981746458752	600014.9067566572	1.091215	16.93597	0.193192410216005	-0.051684927900000004	0.1069527834	-0.1117885734	0.0875061395	0.1984080896	-0.1395427829	0.13553723939999998	-0.0005742275	0.0864689845	-0.0035657607	0.0557191441	-0.1112237647	0.127627191	-0.0183121709	0.018665733700000003	-0.0181289621	0.0481692092	-0.1154169151	0.0305225167	-0.0370216828	0.1017692903	-0.187179855	0.0762582689	-0.0651189571	0.0386190176	-0.0990914167	0.026945778700000002	-0.0269850954	0.0535516075	-0.0501551103	0.09052448390000001	0.0091073326	0.09623084	-0.082624244	0.0883143359	-0.0780077498	0.0263318005	-0.1826773271	0.05881513400000001	-0.1069353418	0.0017956526	-0.0072902842	0.2051496764	0.2263190955	-0.0603977762	0.0679424291	0.0897117101	-0.0511765218	0.0970382865	-0.0278891312	0.1318050233	-0.10134412779999999	0.0374344116	0.0337844401	-0.0335129713	0.0625193302	-0.1382457167	0.056800671799999994	-0.055534880300000006	0.047033812599999995	-0.0792598831	0.0572826567	-0.0597999062	0.0169347688	-0.148397609	0.0272913604	-0.06509861509999999	0.0819927739	-0.0638064622	-0.1069149319	0.0739585656	0.0933315184	-0.0807303115	-0.1182288449	0.0642117722	0.1269899372	0.1269593695	0.1269084288	0.0	0.0	0.0	0.0	0.0	0.0	-2.16005e-10	-0.010020900216005	0.00010041844113912908	4.665816002499999e-20	0.0895243	0.1283398	0.00801460029049	0.016471104264040002	0.0139214	0.00648661	4.20761092921e-05	0.00019380537796	-0.000409651	-0.0008626199999999999	1.6781394180099998e-07	7.441132643999998e-07	-0.0	0.0	0.0	0.0	0.0	-0.000104282	0.0	1.0874735524e-08	0.0	0.0
963.1934911084207	-3.0318240005924513	927741.7013136273	9.191956770568414	849.9893485779874	0.4190860683751225	722481.8926960313	0.17563313270611788	774.2066857252797	-0.3996057264855608	0.15968473664005284	599395.992221722	1.128448	17.513843999999995	0.216629640216005	-0.0606363523	0.0652784979	0.1228529907	0.0711613133	0.0676767196	-0.19259543739999999	0.0593779595	0.09464225	0.1089115699	-0.028919709	-0.0522446038	-0.0470985805	0.0727114502	0.0260324356	-0.0194562423	-0.0680002619	-0.17339486710000002	-0.1465293299	-0.0747517085	0.055578967699999995	-0.1227882343	0.0072996081	-0.040998514900000005	-0.044661586399999995	-0.0409139154	0.1969888225	-0.1277767554	0.0894878653	-0.0339612794	-0.0960459359	0.1508428473	-0.0684654906	0.1226581464	0.0015032425	-0.0801951704	0.09220058269999999	0.10375818269999999	-0.027785482599999998	-0.06309748679999999	-0.11515557	-0.1009554307	-0.0098883224	0.1181872574	0.172804344	-0.1314181807	0.0129158122	0.0843562487	-0.0866902558	-0.0044894762	0.0368454394	-0.005536327	-0.043424926600000004	0.111716789	0.09027350210000001	0.023188962599999998	0.1363281348	0.0158755862	-0.0463646758	-0.0014365018	-0.0648393831	-0.1663421598	-0.1519575642	-0.0140434647	0.0172913196	0.1007133645	-0.0676287563	-0.0188373935	-0.1026962219	-0.1285010553	-0.14236103630000002	-0.0046711122	-0.0794690993	0.0405372985	0.0564720908	-0.078317634	0.1269084288	0.1266334666	0.1261756376	0.0	0.0	0.0	0.0	0.0	0.0	0.00976449	0.009764490216005	9.53452691784574e-05	9.534526496010002e-05	-0.0492425	-0.1387668	0.0024248238062500004	0.01925622478224	0.0013326	-0.012588799999999999	0.00015847788544	1.77582276e-06	0.00070054	0.001110191	4.907562916000001e-07	1.2325240564809998e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.5784531760124	4.384962067591687	936208.0630504849	19.227892334217962	850.3761307952553	0.38678221726797796	723139.5638263092	0.14960048359473335	775.6113267633583	1.40464103807858	1.973016445854471	601572.9302036171	1.216197	18.875732	0.24618249021600505	0.020412410500000002	0.1273115681	-0.1311937896	0.07177845440000001	0.24649097260000002	-0.0196181486	0.0192993689	0.0046212671000000006	0.10691180759999999	-0.042430292300000005	0.0324074889	-0.0414438978	0.1163973691	0.0321880185	0.06238810700000001	0.1089373791	0.1204636674	-0.028621549700000002	0.1196695911	-0.1362402501	-0.0668584471	0.08886747460000001	0.0016039459	0.053014142400000006	0.0728783725	-0.083752615	0.022534567400000004	-0.16339222779999998	-0.17978920199999998	-0.0344770827	-0.07959930679999999	-0.10085664039999999	0.1069426651	0.045480854800000005	-0.0341077777	0.0354571821	-0.0789728851	-0.17830197039999998	-0.022899226600000003	-0.0667733306	-0.0199719519	-0.0816983383	0.0165017485	0.23900826120000002	0.0764325057	-0.0048511234999999995	0.086102645	-0.0776647687	-0.0388099654	-0.0424804479	0.15505468619999999	-0.035344484100000004	0.0203851856	-0.09294040449999999	0.0685400676	-0.0374534773	-0.0090259881	0.0225393256	-0.08851780199999999	0.0449263589	0.1429056709	-0.0254240189	0.012760460900000001	0.0071982648	-0.09542244539999999	0.1563702937	-0.0097113544	-0.0089931284	-0.14317995960000002	0.1018673408	-0.038712281	-0.0696991803	-0.0789310075	-0.0335219788	-0.1119605828	0.1267454643	0.1259824975	0.12471428640000001	0.0	0.0	0.0	0.0	0.0	0.0	-2.16005e-10	-0.009764490216005	9.53452691784574e-05	4.665816002499999e-20	0.120097	0.1693395	0.014423289409000003	0.02867586626025	0.0111201	0.0097875	9.579515625000004e-05	0.00012365662401	-0.00044528	-0.00114582	1.982742784e-07	1.3129034724e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.7620399324812	-4.816413243531201	926910.7455349526	23.19783653246275	850.0924521027691	-0.28367869248620536	722657.1771220989	0.08047360057068306	775.7878154483517	0.17648868499338732	0.0311482559306951	601846.7345981258	1.222228	18.969328	0.273301165216005	-0.160595226	0.1785825848	0.0946969785	0.0203695699	0.0460258031	-0.21664910710000002	-0.032888385	-0.0056958075	0.1036314581	-0.015012358	0.0190482329	-0.1761510398	-0.0299572881	0.16974629940000002	0.086232746	0.0083039529	-0.026320358	0.13169246269999998	0.0559675896	-0.012085595900000001	0.0623423359	0.0980355875	0.046517292	-0.0792787694	0.0869042606	0.13514354550000002	-0.1723600378	-0.0588330293	-0.0010096914	-0.0044663219	0.0684806726	0.1196295373	0.0391435797	0.054087998600000006	-0.020028129	0.09250732019999999	0.152097876	-0.1262381582	-0.11248859900000001	-0.064024313	-0.09061664529999999	-0.026387298599999998	0.0469395506	0.10849160599999999	-0.1730788795	-0.1143572241	0.0636137994	-0.056912388200000004	0.0159647708	0.0030214098	-0.080841615	-0.1188116599	-0.0005669027999999999	-0.0393766436	0.2140408339	0.0410300443	-0.027428683199999998	0.16898282609999998	-0.0753999137	0.020440476000000003	-0.1278554892	-0.0485109919	0.0733338476	0.0685556706	-0.08498154320000001	0.0596003521	-0.0551963616	0.0323315691	0.0327388741	-0.0422965592	-0.0817182127	0.1277605699	-0.07229449	0.041296041400000004	-0.006766579799999999	0.1265011483	0.12500813300000002	0.1225328133	0.0	0.0	0.0	0.0	0.0	0.0	0.0260736	0.026073600216005	0.0006798326282240559	0.0006798326169599999	-0.06794800000000001	-0.188045	0.004616930704000002	0.035360922025000005	-0.000227615	-0.011347715	0.00012877063572122504	5.1808588225e-08	0.000215258	0.000660538	4.6336006564e-08	4.3631044944399996e-07	-0.000296159	-0.000296159	8.7710153281e-08	8.7710153281e-08	0.0	0.0	0.0	0.0	0.0	0.0
