name	x	y	z	size	manufacturer
144	14	-13.47	-12.93	6.4100	AdTech
145	19.24	-14.3	-11.64	6.4100	AdTech
149	41.38	-15.91	-9.61	6.4100	AdTech
150	47.43	-15.98	-9.71	6.4100	AdTech
