csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
948.4494134356564	n/a	899556.2898464408	n/a	726.9183447553465	n/a	n/a	528410.2799418529	693.2339179889467	n/a	n/a	480573.2650503057	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0748447	n/a	n/a	0.005601729118090001	0.0297613	n/a	n/a	0.0008857349776900001	-0.448329	n/a	0.200998892241	n/a	-0.00483739	n/a	2.34003420121e-05	n/a	-9.77963e-05	n/a	9.564116293689998e-09	n/a	-0.000137294	n/a	n/a	1.8849642436e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.8325831924141	-87.61683024324236	741032.7362857243	7676.708941873149	688.6897136662155	-38.228631089131	1461.4282349488733	474293.52170965396	664.4949786186355	-28.738939370311183	825.9266361304224	441553.57660938095	4.6100910000000015	102.28508	1.7136169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0795188	0.1543635	0.023828090132249995	0.006323239553439999	-0.0429502	-0.0727115	0.00528696223225	0.0018447196800399997	0.518433	0.9667620000000001	0.268772775489	0.9346287646439999	0.00502045	0.00985784	2.52049182025e-05	9.71770094656e-05	0.00024369900000000005	0.00034149530000000003	5.9389202601000013e-08	1.1661903992209003e-07	5.89687e-05	0.0001962627	3.8519047411290004e-08	3.47730757969e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932.9099650011012	72.07738180868715	870321.0027983559	5195.148968395268	717.4709743236502	28.781260657434697	828.3609650311985	514764.59899692796	690.5886581907318	26.093679572096327	680.8801136112377	476912.6948216755	4.9882230000000005	110.674767	1.240030985	-0.4551633807	0.0036737994	-0.0739515686	0.5548963452000001	-0.3794626278	0.1742589554	-0.2364447389	0.1081443064	-0.1519754029	0.0551050365	-0.22566230329999998	-0.5483674675	-0.0480130271	0.182506847	-0.4141659094	0.1663711658	-0.1995809622	-0.3029717589	0.2573227815	0.1189119357	-0.25454952329999997	-0.0831506093	-0.0745833115	0.12499058769999999	0.12496235230000001	0.1249152981	0.0	0.0	0.13807	0.0585512	0.00342824302144	0.0190633249	0.336171	0.3791212	0.14373288428944	0.113010941241	0.7484729999999999	0.2300399999999999	0.5602118317289999	0.05291840159999996	0.0150316	0.01001115	0.00022594899856000005	0.0001002231243225	0.000919485	0.000675786	8.454526652250002e-07	4.566867177960001e-07	-0.000700467	-0.0007594357000000001	5.767425824344899e-07	4.906540180890001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.0695434271593	-20.84042157394197	831870.8520474267	434.32317137962576	720.0968158716955	2.6258415480452872	6.895043835440867	518539.4242285546	688.7635940717786	-1.8250641189532644	3.3308590382906558	474395.28851867386	2.14817	47.661915	1.03312295	-0.0696480909	-0.1033596432	-0.13539633939999998	0.0957945709	-0.1411267293	0.3039017594	-0.2769835848	-0.2236752393	-0.2264972498	-0.400974034	0.2563217334	-0.0738403554	-0.0692403905	0.2540263192	-0.1149329768	0.2675151539	0.0634638079	-0.030744430299999997	0.0823327003	0.15732248710000002	0.1875825679	0.0496592959	0.13885898119999998	0.1249152981	0.12466130710000001	0.12423837130000001	0.0	0.0	0.0695819	-0.06848810000000001	0.00469061984161	0.00484164080761	0.0582482	-0.2779228	0.07724108275984001	0.0033928528032399997	0.302279	-0.4461939999999999	0.091372593841	0.19908908563599992	0.011063000000000002	-0.003968599999999999	0.00012238996900000004	1.5749785959999995e-05	0.00029330400000000004	-0.000626181	8.602723641600004e-08	3.92102644761e-07	-0.000484887	0.00021558	4.64747364e-08	2.35115402769e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.7919787051344	-0.2775647220248629	831364.6124310242	0.07704217491273943	720.2066032122821	0.10978734058653572	0.012053260153063992	518697.55131057353	686.7389623032585	-2.0246317685200665	4.099133798100692	471610.40234535636	1.480379	32.845490000000005	0.3479844500000001	-0.1537227268	0.07099115610000001	-0.1430039654	0.15021782720000001	0.08678529859999999	-0.0282960608	7.9864e-06	-0.0240488266	0.1169600996	-0.1552613701	0.1443320787	-0.14058991740000001	0.1109608309	0.0046338281	0.034622126499999996	-0.0877237412	0.17405924879999998	-0.0200641652	0.0470424921	0.0645841365	0.0888769935	0.011786521999999999	-0.0336040109	0.1247647641	0.1240599418	0.1228881859	0.0	0.0	0.0104349	-0.05914700000000001	0.003498367609000001	0.00010888713800999997	0.233113	0.1748648	0.030577698279040007	0.054341670769	0.202677	-0.09960200000000002	0.041077966329	0.009920558404000005	0.011176299999999998	0.00011329999999999672	0.00012490968168999995	1.283688999999926e-08	0.00016196099999999996	-0.00013134300000000007	2.623136552099999e-08	1.725098364900002e-08	-0.000442117	4.2770000000000026e-05	1.8292729000000026e-09	1.9546744168900002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.6144368836592	2.822458178524812	836519.5681560129	7.966270169521599	719.0091289201131	-1.1974742921689767	1.4339446804055918	516974.1274704598	686.2734643182778	-0.4654979849807432	0.21668837402113225	470971.2678274105	1.319971	29.286488	0.17791120000000002	-0.0135674227	-0.037848098399999995	-0.11069705980000001	-0.0356509667	-0.0745551779	0.0066618202	-0.11019357140000001	-0.0192003343	0.07371951410000001	-0.014320963400000001	0.11766569689999999	0.0234403992	-0.0440924087	0.0679241144	-0.09196181789999999	0.0814649395	0.1403649235	-0.0198250753	0.0720053246	0.0243782048	0.07017422400000001	0.008778129499999999	0.1250612663	0.1245390765	0.12315970529999999	0.12087205890000001	0.0	0.0	-0.00598377	-0.01641867	0.0002695727245689	3.58055034129e-05	0.148514	-0.08459900000000001	0.007156990801000002	0.022056408196	0.250549	0.04787199999999997	0.06277480140099999	0.002291728383999997	0.0107379	-0.0004383999999999985	0.00011530249641000001	1.921945599999987e-07	5.12144e-05	-0.00011074659999999995	2.62291476736e-09	1.2264809411559991e-08	-0.000410833	3.1283999999999906e-05	9.786886559999945e-10	1.6878375388900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.7634876369992	-0.8509492466599795	834963.7113385324	0.7241146203911867	717.6973399743437	-1.3117889457694218	1.7207902382428513	515089.47180624865	686.1325078624149	-0.14095645586291994	0.019868722449435296	470777.8183455668	1.336565	29.654642	0.21508541	0.070967008	-0.1149232944	0.0272750482	-0.09800382380000001	0.0250216829	0.014731143200000001	0.13489026839999999	0.0051633641	0.0410117364	-0.0864736239	-0.0794558095	0.0709733506	-0.0896639842	-0.0222991779	0.060532288899999995	-0.1475185161	0.0373655873	0.023370228	0.0433630483	0.1516660089	0.009823265999999999	0.1350222083	0.0611380796	0.12423837130000001	0.12196276630000001	0.1182009157	0.0	0.0	-0.0480135	-0.04202973	0.0017664982038729	0.0023052961822500003	0.102389	-0.04612500000000001	0.0021275156250000014	0.010483507321	0.149953	-0.10059599999999996	0.022485902209	0.010119555215999993	0.0103443	-0.0003936000000000009	0.00010700454248999998	1.5492096000000072e-07	0.000104265	5.305060000000001e-05	1.0871190225000002e-08	2.814366160360001e-09	-0.00033079	8.004300000000002e-05	6.4068818490000034e-09	1.094220241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.568567920329	-0.1949197166702561	834607.5282920008	0.037993695946812914	718.3096590594699	0.6123190851262734	0.3749346620098765	515968.766298132	685.5102138814776	-0.6222939809372292	0.3872497987107046	469924.25333582924	1.047321	23.237131	0.25005875000000005	-0.0393342946	0.0528874779	-0.1182182782	0.0571469104	0.1523781326	0.0309746223	-0.0202834901	0.0427230674	0.047923597400000004	-0.0464065233	-0.0187560741	-0.049218791399999996	0.1065378857	0.0804809131	0.0917138272	-0.0500450937	0.041833225	0.0062466873	0.004489920200000001	0.048819728300000004	0.0140390047	-0.0502525722	0.0402537423	0.1238628294	0.12047200820000001	0.11488923150000001	0.0	0.0	-0.0684762	-0.0204627	0.00041872209129	0.004688989966439999	0.249812	0.14742299999999994	0.02173354092899999	0.06240603534399999	0.122901	-0.02705200000000001	0.015104655801	0.0007318107040000004	0.00968906	-0.0006552399999999996	9.38778836836e-05	4.2933945759999954e-07	-0.000262873	-0.000367138	6.9102214129e-08	1.3479031104400002e-07	-0.000410833	-8.004300000000002e-05	6.4068818490000034e-09	1.6878375388900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.2823750149366	-3.2861929053923404	828614.0022628338	10.799063811450953	717.231026733915	-1.0786323255549632	1.1634476937321083	514420.34570978594	684.4676213603739	-1.0425925211037566	1.0869991650614872	468495.92469072813	0.8562190000000001	18.997107	0.12061952499999998	-0.0014250855	0.0263750161	-0.0554102389	-0.0143091549	0.0345900668	-0.0092543334	0.0102487493	0.0642531464	0.09674045380000001	0.0569651526	0.10348742279999999	0.0135175144	0.049648707800000004	0.022886248199999997	-0.0086201937	-0.0585716296	0.0559244974	-0.0387388116	-0.0414759542	-0.0680405896	0.042051787800000004	-0.0596242259	-0.005102192199999999	0.12341267730000001	0.1186910226	0.1109549526	0.0	0.0	-0.1029	-0.034423800000000004	0.0011849980064400005	0.01058841	0.21244	-0.03737199999999996	0.0013966663839999973	0.04513075360000001	0.146057	0.023156	0.021332647249	0.0005362003359999998	0.00950021	-0.0001888499999999991	9.02539900441e-05	3.5664322499999655e-08	6.16315e-05	0.0003245045	3.79844179225e-09	1.0530317052025e-07	-0.000410833	0.0	0.0	1.6878375388900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.9005944460499	1.618219431113289	831562.6941510594	2.618634127232617	717.7550632152706	0.5240364813556653	0.2746142337916265	515172.33077115717	683.4632386319031	-1.0043827284707731	1.0087846652503951	467121.9985612097	0.7594539999999999	16.850164000000003	0.11714489499999994	0.084951106	-0.06775159230000001	-0.0026234619	-0.1153663519	-0.0495957782	0.026378834	0.038009264300000005	0.0725854935	0.0777530922	0.0653514905	0.0645380864	0.0974434839	-0.0596194192	0.0286738952	-0.05297904269999999	-0.0408778475	-0.0014663923999999999	-0.055321421100000004	-0.08650834869999999	-0.0381771483	0.0353575951	-0.07134464730000001	-0.0691128682	0.1228881859	0.1166240999	0.1064193991	0.0	0.0	-0.101127	0.001773000000000011	3.1435290000000383e-06	0.010226670128999998	0.146378	-0.06606200000000001	0.004364187844	0.021426518884000004	0.182215	0.036158000000000017	0.033202306225000006	0.0013074009640000018	0.00957565	7.543999999999954e-05	9.16930729225e-05	5.691193599999929e-09	-5.73884e-05	-0.0001190199	3.29342845456e-09	1.416573659601e-08	-0.000342255	6.857800000000002e-05	4.702942084000003e-09	1.1713848502500002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
